open,high,low,close,adjusted_close,volume,dividend_amount
150.26,152.76,148.58,151.72,96.8966,17443203,0.0
152.34,153.52,147.81,149.35,95.383,18417556,0.0
147.75,153.1,147.23,152.52,97.4075,20439783,0.0
147.3,149.28,144.49,147.95,94.4889,17611709,0.0
142.01,147.51,141.04,147.09,93.9396,29886417,0.0
137.28,142.9236,136.8718,142.36,90.9188,23556160,0.0
132.0,139.42,130.9,137.8,88.0065,22557187,0.0
133.84,134.92,129.68,132.03,84.3215,20763400,0.0
121.83,134.0,121.34,133.08,84.9921,23958762,0.0
126.0,127.51,116.901,121.04,77.3027,32025579,1.3
124.4,128.64,122.29,128.57,81.2796,25527891,0.0
122.1,124.79,120.65,124.79,78.89,27278749,0.0
130.11,132.1,118.0,122.5,77.4423,44203492,0.0
131.81,134.2799,128.87,130.03,82.2026,29470082,0.0
135.6,136.89,131.32,131.63,83.2141,25251873,0.0
137.74,140.44,136.54,137.62,87.0009,13538507,0.0
135.83,139.305,134.02,138.25,87.3991,16540309,0.0
135.31,139.65,134.02,134.9,85.2813,27823388,0.0
140.16,140.41,133.91,134.57,85.0727,21354563,0.0
138.61,141.4,137.99,140.43,88.7773,22935841,0.0
138.53,139.34,137.12,138.46,87.5319,13199481,0.0
131.79,138.915,131.79,138.5,87.5572,21083793,0.0
137.92,138.08,131.65,131.75,83.29,25069755,0.0
140.5,142.8,137.87,138.25,87.3991,21526383,1.3
144.75,145.0,137.33,140.08,87.7311,34698762,0.0
149.85,149.97,139.3,144.68,90.612,42068316,0.0
152.4,152.58,148.58,150.39,94.1882,17455488,0.0
145.82,153.147,145.82,152.39,95.4407,19465122,0.0
144.42,145.71,140.56,144.58,90.5494,19914471,0.0
145.39,146.98,141.95,145.42,91.0755,16815584,0.0
147.37,149.68,143.98,144.51,90.5056,20721826,0.0
145.86,149.04,144.51,147.37,92.2968,13916382,0.0
147.26,148.4,141.85,143.7,89.9983,21421138,0.0
143.47,148.97,140.62,147.98,92.6788,32508092,0.0
155.2,156.69,148.7,148.85,93.2237,19846207,0.0
156.77,157.4652,153.95,155.75,97.5451,17165086,0.0
161.7,161.85,154.335,155.12,97.1505,20138504,1.3
159.0,162.06,158.5,161.99,100.6164,15380412,0.0
172.79,173.78,159.41,159.75,99.2251,37075256,0.0
167.93,172.52,167.52,172.51,107.1507,17138495,0.0
163.83,167.4,162.2317,166.95,103.6972,18143986,0.0
163.92,165.61,162.12,165.09,102.5419,12979210,0.0
167.65,169.97,165.23,165.46,102.7717,20939777,0.0
165.33,168.72,164.25,166.99,103.722,20761376,0.0
167.17,170.44,163.37,166.99,103.722,18364270,0.0
170.21,171.5601,167.2,167.4,103.9767,13868111,0.0
172.11,172.48,169.13,169.65,105.3742,12435919,0.0
173.44,174.44,171.93,172.22,106.9705,11939607,0.0
172.65,174.41,168.84,173.26,107.6165,13435074,0.0
174.47,176.3,168.86,172.68,107.2562,16793441,1.3
170.89,175.1303,170.02,173.67,107.0528,21874751,0.0
162.1,171.91,161.9,169.78,104.6549,35436301,0.0
162.37,164.96,160.03,160.67,99.0394,17532781,0.0
159.69,163.84,158.702,162.86,100.3893,13917063,0.0
161.31,163.6,158.39,160.45,98.9038,16765545,0.0
162.77,165.35,158.91,160.4,98.8729,23569213,0.0
155.05,163.0,154.8,162.88,100.4016,25684872,0.0
158.2,161.15,153.4,154.28,95.1005,26135448,0.0
161.68,161.89,158.06,158.5,97.7018,21117049,0.0
164.23,164.99,159.77,161.94,99.8222,22941227,0.0
159.75,164.49,159.73,163.65,100.8763,14108892,0.0
156.0,160.8,155.08,160.4,98.8729,18164756,0.0
154.0,158.71,151.51,156.72,96.6045,22439830,1.1
158.26,159.46,149.52,153.31,93.8439,32927307,0.0
156.7,157.6,151.07,155.87,95.4109,31230797,0.0
159.0,159.97,153.74,157.14,96.1883,23272056,0.0
161.27,161.27,154.03,159.11,97.3942,24440360,0.0
162.0,163.31,159.45,162.06,99.1999,15698987,0.0
158.33,163.09,158.33,162.34,99.3713,12508916,0.0
155.93,160.41,150.5,158.51,97.0269,34588770,0.0
163.29,163.33,155.33,155.38,95.111,23397756,0.0
161.64,164.52,161.35,163.27,99.9406,20945441,0.0
161.54,163.86,161.01,162.17,99.2672,17053892,0.0
164.16,164.97,159.8,160.92,98.5021,22273217,0.0
161.9,164.49,161.61,164.16,100.4854,20088151,0.0
164.25,164.54,160.05,162.07,99.206,20603321,1.1
162.0,165.59,161.8,164.4,99.9513,27342119,0.0
166.845,170.331,161.1,162.08,98.5408,69701346,0.0
185.49,186.65,178.69,182.05,110.6821,24355568,0.0
189.69,190.89,185.1,185.93,113.0411,15795271,0.0
188.51,190.85,186.24,188.67,114.7069,14352364,0.0
193.72,194.14,188.61,190.06,115.552,16209901,0.0
191.42,195.0,190.58,194.0,117.9474,20044000,0.0
190.75,192.78,189.51,191.28,116.2937,12878100,0.0
192.68,192.97,190.06,191.2,116.2451,9627700,0.0
191.39,194.133,190.66,192.3,116.9139,11487700,0.0
188.1,192.07,187.76,190.41,115.7648,11074800,0.0
187.81,188.88,186.28,187.38,113.9226,10927100,0.0
189.35,189.95,183.58,186.63,113.4666,14770900,1.1
194.3,196.4,188.86,189.15,114.3225,19838900,0.0
191.3,195.9,189.25,194.4,117.4956,19580700,0.0
188.55,195.95,188.21,192.5,116.3473,34217100,0.0
187.61,188.9,186.21,188.0,113.6275,14983700,0.0
181.33,188.99,180.26,188.53,113.9478,18382300,0.0
181.92,183.0,179.27,181.71,109.8258,17703900,0.0
182.4,184.47,181.235,181.55,109.7291,24186800,0.0
186.22,187.64,180.91,182.56,110.3395,18143900,0.0
184.76,187.65,183.92,186.37,112.6423,14243300,0.0
184.8,185.65,182.33,184.36,111.4274,15895800,0.0
186.61,187.16,184.7,185.94,112.3824,14066100,0.0
191.12,193.03,185.93,187.06,113.0593,19407200,0.0
191.05,191.49,186.93,190.08,114.8846,13925300,1.1
191.14,196.86,190.58,191.44,115.0381,21195300,0.0
189.8,193.0,189.11,189.63,113.9505,22312800,0.0
196.24,198.71,187.01,190.01,114.1788,30565200,0.0
191.72,199.21,191.57,195.19,117.2915,30598500,0.0
191.64,195.13,191.28,191.77,115.2364,29036500,0.0
187.43,195.63,187.37,190.45,114.4432,35465000,0.0
182.66,188.7,182.66,186.67,112.1718,30821100,0.0
187.55,188.45,182.21,182.21,109.4917,24057200,0.0
183.33,188.92,182.82,187.68,112.7787,20103400,0.0
182.82,186.12,182.82,185.17,111.2704,20734000,0.0
183.18,185.71,182.32,182.79,109.8403,19774200,0.0
176.97,184.43,176.25,183.69,110.3811,21312600,0.0
176.02,177.56,172.19,177.25,106.5112,25234000,0.95
179.605,179.65,175.34,176.68,105.5944,25559900,0.0
190.23,190.39,179.64,179.64,107.3635,38736900,0.0
186.26,190.81,183.86,190.09,113.609,27635300,0.0
187.15,190.35,185.3,187.26,111.9176,22947500,0.0
185.32,187.79,184.67,186.64,111.5471,15248000,0.0
181.05,186.5,180.61,185.08,110.6147,12400800,0.0
173.22,182.0,172.73,180.02,107.5906,32267100,0.0
177.99,178.152,172.73,172.8,103.2755,21870800,0.0
179.46,179.59,175.16,177.67,106.1861,24816100,0.0
180.25,180.76,177.31,179.68,107.3874,20384900,0.0
183.52,186.24,179.92,181.3,108.3556,25637400,0.0
180.19,184.0487,179.66,183.19,109.4852,25682800,0.0
179.9,181.39,177.35,179.99,107.5726,25635300,0.95
177.04,182.32,176.2,179.23,106.5535,25853600,0.0
174.42,179.1,172.6301,176.85,105.1386,29861500,0.0
185.41,186.99,172.57,173.78,103.3135,45663100,0.0
181.85,186.23,178.71,186.16,110.6735,20859700,0.0
185.56,186.74,183.0,184.1,109.4488,16351900,0.0
190.06,192.41,186.45,186.92,111.1253,15079700,0.0
193.7,194.89,190.02,190.02,112.9683,22379100,0.0
183.68,193.1,183.31,192.17,114.2464,18194900,0.0
183.63,185.0,182.31,183.03,108.8126,11856200,0.0
185.27,187.0,181.1,182.27,108.3608,15052200,0.0
185.3,186.57,183.1685,185.42,110.2335,14564700,0.0
186.97,189.99,185.34,185.34,110.186,16580500,0.0
195.16,195.88,186.79,187.82,111.6603,20128300,0.95
196.83,197.83,193.2215,195.16,115.4424,15338600,0.0
193.4,197.83,193.2804,197.35,116.7378,14719100,0.0
192.42,200.94,191.68,193.54,114.4841,31679400,0.0
195.6,195.78,190.78,192.07,113.6146,20715900,0.0
192.15,195.16,190.26,194.93,115.3063,12378100,0.0
193.99,196.9,188.41,191.11,113.0467,25092600,0.0
203.44,206.09,193.5401,195.46,115.6199,22773400,0.0
206.97,206.98,200.34,202.2,119.6067,14580500,0.0
208.25,210.05,201.47,206.35,122.0616,17768500,0.0
207.44,211.98,206.04,208.02,123.0494,16799600,0.0
208.02,210.15,204.42,205.72,121.6889,20259100,0.0
204.18,209.5,202.04,208.44,123.2979,21587300,0.0
203.79,205.0,201.52,204.47,120.9495,18700700,0.95
194.78,205.319,194.65,204.51,120.4147,26809200,0.0
191.15,195.17,187.68,194.31,114.4089,27976600,0.0
210.44,212.0,189.76,190.0,111.8712,35696400,0.0
209.07,213.09,207.33,211.38,124.4597,15273700,0.0
212.8,214.89,206.34,209.41,123.2998,16247600,0.0
212.54,213.44,209.735,213.3,125.5902,12516100,0.0
212.9,215.82,210.11,212.08,124.8719,18085500,0.0
210.04,215.9,209.04,214.92,126.544,23433000,0.0
202.59,210.74,202.55,210.38,123.8709,18680900,0.0
201.67,203.123,197.51,202.91,119.4726,19419000,0.0
200.6,201.89,198.11,201.09,118.401,13744500,0.0
200.98,201.95,199.02,200.98,118.3362,14498300,0.0
204.19,205.02,198.68,201.68,118.7484,16419900,0.85
204.85,206.22,202.96,205.18,120.3005,15901300,0.0
194.36,208.58,194.01,204.97,120.1774,27508900,0.0
192.82,195.0,190.39,194.47,114.021,19748400,0.0
193.4,195.0,191.28,194.45,114.0093,16589700,0.0
189.23,196.35,188.84,193.99,113.7396,15943900,0.0
193.05,193.83,189.83,189.83,111.3005,11911900,0.0
191.76,196.45,191.57,193.42,113.4054,24598600,0.0
192.17,194.8,191.26,191.76,112.4321,19274500,0.0
190.76,192.2,186.94,191.95,112.5435,18850300,0.0
192.45,193.37,189.27,190.07,111.4412,21119100,0.0
188.62,193.49,188.25,193.49,113.4464,15826300,0.0
190.03,190.88,184.78,186.94,109.6061,18951000,0.0
192.36,196.75,188.88,189.64,111.1891,17977200,0.85
194.8,198.0,193.29,193.43,112.9092,14071200,0.0
193.71,194.68,190.56,193.27,112.8158,19824000,0.0
208.88,211.0,193.18,193.36,112.8683,37283100,0.0
210.02,210.74,205.05,207.8,121.2973,15209500,0.0
208.01,211.79,207.94,210.59,122.9259,17786100,0.0
205.02,208.32,203.9,207.45,121.093,17962400,0.0
205.55,207.99,205.3,205.98,120.2349,24867400,0.0
199.39,207.65,198.73,206.81,120.7194,19339300,0.0
196.61,199.5,193.25,199.5,116.4524,15172300,0.0
197.96,198.3,193.18,194.85,113.7381,13113600,0.0
200.69,201.13,194.2,197.77,115.4426,14140300,0.0
198.88,202.0,197.72,201.22,117.4564,12373700,0.0
198.76,200.88,197.24,199.29,116.3298,12376100,0.85
196.32,198.95,193.02,198.52,115.3876,14944000,0.0
189.78,197.41,188.2,196.39,114.1495,18795600,0.0
185.58,196.85,183.2,192.45,111.8594,31507600,0.0
190.76,191.14,181.85,186.01,108.1163,22998800,0.0
196.36,197.2,189.74,191.41,111.2549,11920500,0.0
192.48,195.81,188.9,195.58,113.6787,18637100,0.0
197.57,199.99,193.19,193.7,112.586,23194300,0.0
196.6,199.27,192.14,199.1,115.7247,19518700,0.0
188.34,195.8299,187.0,195.14,113.423,18002600,0.0
195.22,198.08,188.6,189.08,109.9007,21714900,0.0
195.98,198.26,193.2,194.3,112.9347,17970000,0.0
199.92,201.4679,195.16,195.88,113.8531,22381000,0.0
203.96,204.77,199.06,201.17,116.9278,17219400,0.85
206.71,208.929,204.4,204.99,118.6476,14699600,0.0
197.89,208.17,196.791,206.81,119.701,20048100,0.0
204.74,207.64,197.521,199.6,115.5279,30566700,0.0
204.4,206.17,202.17,202.8,117.3801,17522600,0.0
208.96,210.69,204.46,205.47,118.9254,15692400,0.0
206.45,209.12,206.02,208.65,120.766,16007300,0.0
205.71,206.53,203.702,205.48,118.9312,17132200,0.0
200.93,207.52,200.23,206.01,119.238,25846100,0.0
198.36,201.19,196.812,200.62,116.1183,21823600,0.0
196.78,199.17,196.1,198.81,115.0707,19330600,0.0
193.73,199.23,192.46,197.76,114.4629,17955300,0.0
193.31,193.86,190.831,193.42,111.9509,17149800,0.0
192.48,194.46,191.28,192.42,111.3721,18144100,0.75
189.39,194.81,188.22,193.64,111.6443,22703600,0.0
187.91,192.79,187.67,190.46,109.8109,22822200,0.0
180.36,188.97,179.32,188.52,108.6923,32020900,0.0
182.2,183.72,177.3472,179.16,103.2958,26633200,0.0
186.73,188.71,182.31,182.54,105.2445,19352900,0.0
184.97,186.48,183.34,183.88,106.0171,12119700,0.0
184.51,187.33,179.04,184.75,106.5187,27166800,0.0
193.64,194.3,181.91,183.57,105.8384,30186100,0.0
191.18,194.9,190.32,194.56,112.1747,24142900,0.0
182.71,191.33,180.67,189.66,109.3496,25843600,0.0
183.37,183.96,177.06,177.06,102.085,16357400,0.0
189.17,189.97,183.39,185.24,106.8012,25522100,0.0
186.22,187.88,181.16,187.38,108.0351,20903100,0.75
185.59,187.78,180.74,186.38,107.0298,22918900,0.0
181.51,188.07,179.03,187.45,107.6443,28719000,0.0
189.71,190.16,176.17,181.63,104.3021,46796000,0.0
183.0,190.53,182.9,190.53,109.413,26220900,0.0
174.36,183.72,168.88,182.39,104.7385,38117800,0.0
170.96,180.91,169.86,174.87,100.4201,36868400,0.0
169.5,177.67,165.76,169.34,97.2445,31790500,0.0
159.64,172.99,158.76,172.99,99.3405,33464200,0.0
163.06,169.58,160.81,161.37,92.6677,25328900,0.0
170.58,173.72,166.0,166.98,95.8893,26288300,0.0
161.35,169.33,157.62,169.14,97.1297,33789200,0.0
171.32,174.0,157.13,157.54,90.4683,47511700,0.0
168.83,172.61,161.85,168.2,96.5899,56678700,0.75
182.6,183.69,166.52,172.98,98.8886,41229200,0.0
183.89,184.96,179.73,181.85,103.9594,26294400,0.0
174.73,185.63,173.58,185.18,105.8631,37500900,0.0
174.9,176.32,173.84,175.54,100.3521,23838300,0.0
173.52,177.77,173.52,176.49,100.8952,20777900,0.0
165.74,174.65,165.21,174.54,99.7804,23400700,0.0
163.7,166.81,163.59,165.07,94.3666,22978000,0.0
164.44,165.1,161.52,164.44,94.0065,29385600,0.0
164.76,165.96,162.87,163.18,93.2862,20640600,0.0
168.44,169.89,164.13,165.05,94.3552,23342600,0.0
168.58,168.69,165.9,167.5,95.7558,22718600,0.0
169.81,171.41,166.53,170.16,97.2765,25997900,0.0
168.39,172.77,167.82,169.92,97.1393,23498700,0.0
172.11,173.54,167.5,168.89,96.5504,29465600,0.75
167.65,173.0,167.23,170.58,97.0854,26858900,0.0
164.64,168.45,162.19,168.28,95.7764,29758000,0.0
163.44,166.34,162.3,166.21,94.5983,22168000,0.0
164.42,164.75,163.16,164.05,93.3689,17602700,0.0
161.54,164.42,161.12,164.27,93.4941,19066300,0.0
157.64,162.74,157.07,162.18,92.3046,25371800,0.0
161.16,161.9804,151.71,155.89,88.7246,41798000,0.0
161.6,167.72,158.85,162.43,92.4469,31095800,0.0
162.36,164.31,159.41,161.83,92.1054,21537300,0.0
163.57,164.26,159.03,162.28,92.3615,21433300,0.0
164.18,164.84,162.52,164.84,93.8185,18590000,0.0
164.08,166.25,163.18,163.85,93.2551,26097300,0.65
159.18,164.2,158.68,164.0,92.9765,25371100,0.0
155.42,164.35,155.33,159.21,90.2609,32502900,0.0
149.82,156.78,149.38,155.5,88.1576,35766800,0.0
147.58,150.0,146.75,150.0,85.0395,19878500,0.0
147.21,148.86,146.64,147.93,83.8659,23486200,0.0
145.12,147.5,145.0,146.76,83.2026,14684300,0.0
145.39,146.4,144.33,145.89,82.7094,13585400,0.0
145.14,146.01,144.15,145.0,82.2048,28194800,0.0
144.54,146.2999,143.52,144.82,82.1028,21020900,0.0
143.53,145.85,141.28,145.38,82.4203,28622500,0.0
144.0,146.44,142.33,143.9,81.5812,15256400,0.0
143.89,145.35,141.18,145.05,82.2332,24207800,0.0
145.35,147.53,143.35,143.74,81.4905,24816000,0.65
143.64,146.93,142.32,146.92,82.9253,27101400,0.0
140.42,144.0,138.53,143.6,81.0514,32583300,0.0
140.9,143.03,136.7,139.67,78.8332,41753800,0.0
138.79,142.1,138.27,141.06,79.6178,31299400,0.0
135.23,139.09,134.39,138.85,78.3704,26027000,0.0
133.51,136.28,133.51,135.64,76.5586,30834900,0.0
130.24,134.15,130.11,134.11,75.695,28357000,0.0
128.63,130.6,128.43,130.19,73.4825,29966700,0.0
126.99,128.29,125.39,127.99,72.2407,16686200,0.0
125.08,127.6,122.28,127.58,72.0093,25097500,0.0
127.57,128.03,122.42,124.73,70.4007,28851700,0.0
127.47,130.195,126.96,127.5,71.9642,24839400,0.0
130.79,132.49,127.33,127.87,72.173,27721100,0.0
129.25,131.98,128.76,130.14,73.4542,26753600,0.65
128.18,129.5,127.04,128.4,72.112,29087100,0.0
128.67,130.38,122.93,128.38,72.1007,45328500,0.0
127.37,131.6,127.16,128.03,71.9042,30691500,0.0
123.58,128.2,122.17,127.96,71.8649,22776300,0.0
127.65,129.47,120.61,121.86,68.439,39925900,0.0
131.42,131.94,127.12,127.12,71.3931,35729700,0.0
128.5,131.25,128.34,130.15,73.0948,34958900,0.0
125.57,128.8,122.82,128.45,72.1401,36446000,0.0
124.69,128.22,124.2,125.28,70.3597,31155200,0.0
125.26,126.39,121.47,125.26,70.3485,40594400,0.0
130.68,131.99,121.4,125.42,70.4384,52738700,0.0
126.27,133.1,125.06,131.19,73.6789,52007600,0.0
129.39,130.14,116.0,122.1,68.5738,43103500,0.65
129.76,132.0,128.71,129.0,72.0709,35378000,0.0
130.38,132.28,127.77,129.99,72.624,46345200,0.0
128.57,132.17,127.84,130.63,72.9816,35328700,0.0
128.38,129.8,127.12,128.76,71.9368,24394000,0.0
129.3,129.95,127.55,128.25,71.6519,17954900,0.0
127.11,130.73,126.57,129.26,72.2162,31453700,0.0
127.4,128.93,126.78,127.71,71.3502,32679700,0.0
127.06,128.37,125.2,127.94,71.4787,33736000,0.0
127.5,129.09,125.47,127.25,71.0932,29153500,0.0
127.3,128.27,125.57,127.16,71.0429,23624900,0.0
124.91,128.06,124.11,127.19,71.0597,24433700,0.0
123.15,124.2,121.61,124.0,69.2775,30088800,0.55
123.23,126.07,121.83,122.97,68.3934,35063800,0.0
126.33,127.75,121.9,122.39,68.0708,42786400,0.0
131.63,134.25,125.37,125.5,69.8005,48810900,0.0
131.06,132.89,128.67,131.78,73.2933,35873500,0.0
131.18,132.97,128.91,130.85,72.7761,28639800,0.0
130.99,132.85,130.68,130.9,72.8039,18075000,0.0
127.8,130.57,127.68,130.57,72.6203,18700700,0.0
129.65,129.98,127.0,127.91,71.1409,34452500,0.0
126.88,129.77,126.11,129.68,72.1253,29242700,0.0
125.12,128.9,124.92,127.25,70.7738,30307700,0.0
127.7,128.94,124.26,125.7,69.9118,19106900,0.0
127.17,128.655,126.46,126.96,70.6125,23482700,0.0
123.92,127.8,123.49,127.03,70.6515,31065000,0.0
120.61,123.5,119.5,123.49,68.6826,30790900,0.55
120.61,124.3,119.15,120.61,66.7834,38785400,0.0
121.76,124.11,120.0,120.36,66.6449,36292000,0.0
125.44,128.61,121.25,121.64,67.3537,55978800,0.0
118.9,126.0,118.13,125.93,69.7291,37825500,0.0
120.52,122.0,117.26,119.02,65.903,37380100,0.0
121.03,122.74,120.1,121.08,67.0436,26232600,0.0
117.0,122.88,116.94,122.11,67.6139,40859700,0.0
117.94,119.25,116.16,118.05,65.3659,21828700,0.0
117.1,118.93,115.15,117.46,65.0392,25309900,0.0
119.92,120.88,117.51,118.22,65.46,26123700,0.0
116.69,120.01,116.12,119.9,66.3902,27622200,0.0
118.17,119.96,117.32,118.57,65.6538,25401100,0.0
118.88,119.96,116.7,119.33,66.0746,27893800,0.55
116.95,119.37,116.05,117.93,64.9949,28085700,0.0
114.53,118.15,114.39,117.64,64.835,42520000,0.0
101.28,115.53,100.19,115.42,63.6115,58793700,0.0
101.57,102.78,99.5,100.83,55.5705,34208000,0.0
105.99,106.27,101.73,101.73,56.0665,24758400,0.0
105.18,106.785,103.51,105.68,58.2435,30871700,0.0
107.63,109.14,105.5,105.89,58.3593,42930700,0.0
106.64,110.64,105.5,108.21,59.6379,38913000,0.0
106.94,108.8,105.11,107.24,59.1033,35592300,0.0
101.32,106.5,101.02,106.28,58.5742,27330100,0.0
102.0,106.12,101.74,101.89,56.1547,34599500,0.0
101.09,104.38,100.57,101.37,55.8681,42229200,0.0
105.26,106.82,99.83,101.49,55.9343,42691700,0.55
99.61,106.05,99.25,104.61,57.3523,46394300,0.0
100.29,103.86,98.2,100.08,54.8687,59469300,0.0
100.28,102.04,96.44,101.27,55.5211,41711800,0.0
100.9,102.45,98.52,101.7,55.7569,32887100,0.0
92.0,102.66,91.8,102.22,56.042,64912500,0.0
93.7,99.86,92.75,94.15,51.6176,60950700,0.0
91.34,95.0,89.41,92.51,50.7185,63330900,0.0
84.7,90.65,83.02,90.36,49.5398,61831600,0.0
91.17,91.9,83.81,85.81,47.0452,74483600,0.0
89.3,93.28,82.85,92.03,50.4553,77805700,0.0
91.73,92.49,87.34,88.79,48.679,42419500,0.0
95.93,96.98,92.2,93.84,51.4477,49132900,0.0
90.6,97.1,89.69,96.14,52.7086,53659500,0.5
89.77,94.94,89.52,91.65,49.987,50819300,0.0
84.76,91.6,81.76,89.49,48.8089,61309500,0.0
84.57,86.6,82.11,84.92,46.3164,48180000,0.0
86.42,90.41,84.25,84.7,46.1964,41092400,0.0
81.72,87.59,79.68,87.37,47.6527,26062900,0.0
83.27,83.45,79.92,81.33,44.3584,18974200,0.0
82.51,87.27,80.0,83.52,45.5528,50128100,0.0
82.57,85.88,78.06,82.2,44.8329,49785100,0.0
80.95,81.5,75.31,80.59,43.9548,51454000,0.0
75.74,82.4,75.0,81.6,44.5056,39691800,0.0
79.4,81.0,69.5,74.88,40.8405,73411500,0.0
87.99,88.1,75.4,80.33,43.813,58194400,0.0
92.64,94.76,84.25,86.27,47.0527,47015300,0.5
80.27,94.19,79.01,92.97,50.411,60537100,0.0
92.21,93.31,78.82,82.07,44.5007,58306900,0.0
90.44,99.0,84.35,90.78,49.2235,75048600,0.0
101.21,103.0,83.51,87.75,47.5805,86848900,0.0
117.44,118.43,103.03,103.44,56.0881,62809100,0.0
118.45,121.99,114.14,119.42,64.7529,34730600,0.0
115.36,124.0,110.61,118.85,64.4438,66307100,0.0
118.0,119.95,115.0,118.97,64.5089,46783800,0.0
122.87,124.0,113.17,114.33,61.9929,42011600,0.0
124.48,125.45,121.5,121.73,66.0054,30493600,0.0
126.49,127.0,121.55,124.93,67.7406,34457400,0.0
128.43,128.43,124.4,126.36,68.516,32724200,0.0
126.77,129.97,126.25,128.81,69.8444,34413900,0.5
127.69,129.5,126.13,126.64,68.403,28699300,0.0
129.83,130.93,127.26,128.53,69.4238,45950300,0.0
121.8,130.0,119.9,129.89,70.1584,59542700,0.0
119.62,124.5,119.62,122.12,65.9616,47346100,0.0
119.99,120.78,116.6,119.54,64.568,32716800,0.0
123.0,125.83,118.26,120.05,64.8435,41907700,0.0
125.46,127.14,122.36,122.74,66.2964,35367900,0.0
125.38,126.722,122.86,126.15,68.1383,31303600,0.0
128.67,129.37,124.74,124.94,67.4847,35309300,0.0
124.01,129.99,124.0,129.43,69.91,33079200,0.0
127.68,128.21,123.02,124.2,67.085,31469600,0.0
123.8,128.83,123.56,127.82,69.0403,40848500,0.0
122.76,125.17,120.78,124.06,67.0094,38973400,0.5
122.98,124.43,120.5,123.18,66.2672,36106300,0.0
122.05,124.9,122.05,123.08,66.2134,32273700,0.0
116.2,125.0,115.54,124.4,66.9235,67195200,0.0
116.37,119.22,115.28,116.0,62.4046,38989700,0.0
113.95,118.37,113.34,115.76,62.2755,42376300,0.0
118.57,119.79,114.21,114.57,61.6353,41496800,0.0
113.0,118.5,113.0,118.33,63.658,39979100,0.0
113.12,118.0,112.69,115.2301,61.9904,48594600,0.0
114.09,116.41,111.8,113.94,61.2964,39506500,0.0
107.68,116.63,107.43,113.86,61.2533,54366700,0.0
106.79,109.6,104.53,108.07,58.1385,31292600,0.0
102.9,108.93,102.87,106.16,57.1109,33932900,0.0
108.4,109.0,100.6,103.27,55.5562,40641500,0.4
104.41,109.4,103.7,109.08,58.4561,39007500,0.0
99.16,107.79,98.5,104.52,56.0124,57768700,0.0
105.0,106.72,100.05,103.4,55.4122,78126300,0.0
100.355,101.0,97.04,97.67,52.3415,52601500,0.0
109.25,110.0,100.48,101.13,54.1957,33799300,0.0
111.2,112.19,109.108,110.09,58.9974,16539900,0.0
105.37,111.16,104.0,111.05,59.5118,43481700,0.0
109.0,110.4,104.1,105.77,56.6823,36725700,0.0
105.45,110.0,104.58,108.86,58.3382,31672000,0.0
104.4,109.19,101.5,105.18,56.3661,46569900,0.0
104.34,105.39,101.34,104.05,55.7605,27820500,0.0
101.89,106.42,100.7,104.79,56.1571,50102700,0.0
115.11,115.11,99.27,100.2542,53.7263,62718300,0.4
113.9,116.25,113.28,114.59,61.1886,30044700,0.0
110.97,114.8,110.96,113.73,60.7293,32762600,0.0
117.95,119.94,111.8,112.28,59.9551,53958800,0.0
116.1,121.46,115.88,117.81,62.908,35082300,0.0
117.61,119.6,115.0,116.3,62.1017,33529800,0.0
116.9,118.5,115.79,117.8,62.9026,33029400,0.0
114.7,118.1,114.3,116.78,62.358,38076800,0.0
116.15,117.78,114.65,115.13,61.4769,32211300,0.0
116.34,118.89,115.33,115.55,61.7012,28916300,0.0
113.0,117.35,111.63,116.69,62.3099,32617900,0.0
110.9,113.25,108.08,113.24,60.4677,39957700,0.0
112.99,113.95,103.7,110.9,59.2182,55388900,0.0
111.97,114.6,109.7,112.64,60.1473,41626500,0.4
115.62,115.75,110.02,111.89,59.536,66192100,0.0
114.88,118.82,114.85,115.62,61.5208,64841000,0.0
108.57,116.48,108.42,114.81,61.0898,55626100,0.0
108.73,109.65,108.1,108.6,57.7855,34811600,0.0
105.39,109.66,104.58,109.03,58.0143,24567300,0.0
104.73,106.92,104.1,105.25,56.0029,31559100,0.0
105.27,107.02,104.44,104.44,55.5719,35051000,0.0
102.87,105.19,102.1,105.09,55.9178,34517000,0.0
106.5,106.59,101.56,103.07,54.843,63185700,0.0
105.57,107.67,105.21,106.54,56.6893,23208200,0.0
107.15,108.0,103.57,105.18,55.9657,30271700,0.0
105.81,108.05,104.53,107.99,57.4609,35014200,0.0
102.76,105.99,102.21,105.98,56.3914,34979100,0.4
101.11,103.17,100.97,102.96,54.5731,38307800,0.0
95.35,101.7,95.05,101.17,53.6243,58275300,0.0
94.99,97.66,93.911,94.58,50.1313,51786700,0.0
96.43,96.94,94.53,94.93,50.3169,27497000,0.0
94.51,96.75,94.06,96.52,51.1596,19197800,0.0
94.84,95.25,93.57,94.26,49.9617,34042800,0.0
93.95,95.81,93.39,95.03,50.3699,26906600,0.0
93.29,94.47,92.1,93.25,49.4264,36423000,0.0
90.25,94.85,90.1,93.28,49.4423,43505100,0.0
97.86,97.86,88.77,90.9,48.1808,52427400,0.0
98.66,99.5,97.41,97.73,51.801,20682500,0.0
98.8,99.52,97.8,98.99,52.4688,27047900,0.0
99.17,100.44,97.81,98.55,52.2356,34668400,0.3
98.1,99.73,97.45,99.17,52.4063,34172300,0.0
96.42,97.92,96.12,97.45,51.4974,41549100,0.0
