IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Age-standardized prevalence of obesity among adults (18+ years) (%),Lao People's Democratic Republic,SEX_BTSX,8.009869576
Life expectancy at birth (years),Lao People's Democratic Republic,SEX_MLE,66.0894165
Life expectancy at birth (years),Lao People's Democratic Republic,SEX_FMLE,70.50985718
Life expectancy at birth (years),Lao People's Democratic Republic,SEX_BTSX,68.23189545
Age-standardized prevalence of obesity among adults (18+ years) (%),Latvia,SEX_BTSX,24.27249908
Life expectancy at birth (years),Latvia,SEX_BTSX,73.20251465
Life expectancy at birth (years),Latvia,SEX_MLE,68.49511719
Life expectancy at birth (years),Latvia,SEX_FMLE,77.89727783
Age-standardized prevalence of obesity among adults (18+ years) (%),Lebanon,SEX_BTSX,29.7815609
Life expectancy at birth (years),Lebanon,SEX_BTSX,74.34207153
Life expectancy at birth (years),Lebanon,SEX_FMLE,77.49569702
Life expectancy at birth (years),Lebanon,SEX_MLE,71.24979401
Age-standardized prevalence of obesity among adults (18+ years) (%),Lesotho,SEX_BTSX,20.99822998
Life expectancy at birth (years),Lesotho,SEX_FMLE,54.60295105
Life expectancy at birth (years),Lesotho,SEX_MLE,48.73088074
Life expectancy at birth (years),Lesotho,SEX_BTSX,51.47907639
Age-standardized prevalence of obesity among adults (18+ years) (%),Liberia,SEX_BTSX,17.01376915
Life expectancy at birth (years),Liberia,SEX_BTSX,63.45730972
Life expectancy at birth (years),Liberia,SEX_MLE,62.64177322
Life expectancy at birth (years),Liberia,SEX_FMLE,64.26883698
Age-standardized prevalence of obesity among adults (18+ years) (%),Libya,SEX_BTSX,36.7071991
Life expectancy at birth (years),Libya,SEX_FMLE,74.21006775
Life expectancy at birth (years),Libya,SEX_BTSX,72.17843628
Life expectancy at birth (years),Libya,SEX_MLE,70.22740936
Age-standardized prevalence of obesity among adults (18+ years) (%),Lithuania,SEX_BTSX,25.35531998
Life expectancy at birth (years),Lithuania,SEX_FMLE,78.64626312
Life expectancy at birth (years),Lithuania,SEX_MLE,69.58664703
Life expectancy at birth (years),Lithuania,SEX_BTSX,74.13314819
Age-standardized prevalence of obesity among adults (18+ years) (%),Luxembourg,SEX_BTSX,18.43440056
Life expectancy at birth (years),Luxembourg,SEX_MLE,80.76781464
Life expectancy at birth (years),Luxembourg,SEX_FMLE,84.78574371
Life expectancy at birth (years),Luxembourg,SEX_BTSX,82.7802887
Age-standardized prevalence of obesity among adults (18+ years) (%),Madagascar,SEX_BTSX,4.262509823
Life expectancy at birth (years),Madagascar,SEX_MLE,61.86037064
Life expectancy at birth (years),Madagascar,SEX_BTSX,62.93425369
Life expectancy at birth (years),Madagascar,SEX_FMLE,64.02700806
Age-standardized prevalence of obesity among adults (18+ years) (%),Malawi,SEX_BTSX,7.735519886
Life expectancy at birth (years),Malawi,SEX_BTSX,62.48652649
Life expectancy at birth (years),Malawi,SEX_MLE,59.72269821
Life expectancy at birth (years),Malawi,SEX_FMLE,65.26952362
Age-standardized prevalence of obesity among adults (18+ years) (%),Malaysia,SEX_BTSX,22.09536934
Life expectancy at birth (years),Malaysia,SEX_FMLE,75.31574249
Life expectancy at birth (years),Malaysia,SEX_MLE,70.63626099
Life expectancy at birth (years),Malaysia,SEX_BTSX,72.81010437
Age-standardized prevalence of obesity among adults (18+ years) (%),Maldives,SEX_BTSX,17.2976799
Life expectancy at birth (years),Maldives,SEX_MLE,74.50918579
Life expectancy at birth (years),Maldives,SEX_BTSX,75.39664459
Life expectancy at birth (years),Maldives,SEX_FMLE,76.59470367
Age-standardized prevalence of obesity among adults (18+ years) (%),Mali,SEX_BTSX,11.37263966
Life expectancy at birth (years),Mali,SEX_BTSX,61.67398453
Life expectancy at birth (years),Mali,SEX_MLE,61.08021927
Life expectancy at birth (years),Mali,SEX_FMLE,62.28961563
Age-standardized prevalence of obesity among adults (18+ years) (%),Malta,SEX_BTSX,32.28799057
Life expectancy at birth (years),Malta,SEX_MLE,79.95901489
Life expectancy at birth (years),Malta,SEX_BTSX,81.81193542
Life expectancy at birth (years),Malta,SEX_FMLE,83.7301178
Age-standardized prevalence of obesity among adults (18+ years) (%),Marshall Islands,SEX_BTSX,45.90312958
Age-standardized prevalence of obesity among adults (18+ years) (%),Mauritania,SEX_BTSX,22.68795013
Life expectancy at birth (years),Mauritania,SEX_FMLE,69.36220551
Life expectancy at birth (years),Mauritania,SEX_MLE,68.37985992
Life expectancy at birth (years),Mauritania,SEX_BTSX,68.86843872
Age-standardized prevalence of obesity among adults (18+ years) (%),Mauritius,SEX_BTSX,19.22863007
Life expectancy at birth (years),Mauritius,SEX_BTSX,73.41967011
Life expectancy at birth (years),Mauritius,SEX_MLE,70.13596344
Life expectancy at birth (years),Mauritius,SEX_FMLE,76.90869904
Age-standardized prevalence of obesity among adults (18+ years) (%),Mexico,SEX_BTSX,36.02991104
Life expectancy at birth (years),Mexico,SEX_BTSX,70.8325882
Life expectancy at birth (years),Mexico,SEX_MLE,67.20090485
Life expectancy at birth (years),Mexico,SEX_FMLE,74.68952179
Age-standardized prevalence of obesity among adults (18+ years) (%),Micronesia (Federated States of),SEX_BTSX,47.10044098
Life expectancy at birth (years),Micronesia (Federated States of),SEX_BTSX,65.70956421
Life expectancy at birth (years),Micronesia (Federated States of),SEX_FMLE,68.6581192
Life expectancy at birth (years),Micronesia (Federated States of),SEX_MLE,62.98522568
Age-standardized prevalence of obesity among adults (18+ years) (%),Mongolia,SEX_BTSX,24.10873985
Life expectancy at birth (years),Mongolia,SEX_BTSX,70.0979538
Life expectancy at birth (years),Mongolia,SEX_MLE,66.41682434
Life expectancy at birth (years),Mongolia,SEX_FMLE,73.858284
Age-standardized prevalence of obesity among adults (18+ years) (%),Montenegro,SEX_BTSX,17.99588013
Life expectancy at birth (years),Montenegro,SEX_FMLE,77.87943268
Life expectancy at birth (years),Montenegro,SEX_MLE,71.62459564
Life expectancy at birth (years),Montenegro,SEX_BTSX,74.70975494
Age-standardized prevalence of obesity among adults (18+ years) (%),Morocco,SEX_BTSX,21.78434944
Life expectancy at birth (years),Morocco,SEX_FMLE,73.71494293
Life expectancy at birth (years),Morocco,SEX_BTSX,72.61868286
Life expectancy at birth (years),Morocco,SEX_MLE,71.53595734
Age-standardized prevalence of obesity among adults (18+ years) (%),Mozambique,SEX_BTSX,10.26296043
Life expectancy at birth (years),Mozambique,SEX_MLE,54.8007164
Life expectancy at birth (years),Mozambique,SEX_FMLE,60.54787064
Life expectancy at birth (years),Mozambique,SEX_BTSX,57.66202545
Age-standardized prevalence of obesity among adults (18+ years) (%),Myanmar,SEX_BTSX,7.426340103
Life expectancy at birth (years),Myanmar,SEX_MLE,64.71030426
Life expectancy at birth (years),Myanmar,SEX_BTSX,67.84580994
Life expectancy at birth (years),Myanmar,SEX_FMLE,71.14627838
Age-standardized prevalence of obesity among adults (18+ years) (%),Namibia,SEX_BTSX,16.96520042
Life expectancy at birth (years),Namibia,SEX_BTSX,60.3599472
Life expectancy at birth (years),Namibia,SEX_FMLE,63.44307327
Life expectancy at birth (years),Namibia,SEX_MLE,57.26867294
Age-standardized prevalence of obesity among adults (18+ years) (%),Nauru,SEX_BTSX,69.91860199
Age-standardized prevalence of obesity among adults (18+ years) (%),Nepal,SEX_BTSX,6.989490032
Life expectancy at birth (years),Nepal,SEX_FMLE,71.79351807
Life expectancy at birth (years),Nepal,SEX_MLE,68.26541138
Life expectancy at birth (years),Nepal,SEX_BTSX,70.04936981
Life expectancy at birth (years),Netherlands (Kingdom of the),SEX_FMLE,82.64706421
Life expectancy at birth (years),Netherlands (Kingdom of the),SEX_BTSX,81.12478638
Life expectancy at birth (years),Netherlands (Kingdom of the),SEX_MLE,79.58002472
Age-standardized prevalence of obesity among adults (18+ years) (%),Netherlands (Kingdom of the),SEX_BTSX,14.54181957
Age-standardized prevalence of obesity among adults (18+ years) (%),New Zealand,SEX_BTSX,33.62131119
Life expectancy at birth (years),New Zealand,SEX_FMLE,84.014534
Life expectancy at birth (years),New Zealand,SEX_MLE,80.36105347
Life expectancy at birth (years),New Zealand,SEX_BTSX,82.20149231
Age-standardized prevalence of obesity among adults (18+ years) (%),Nicaragua,SEX_BTSX,33.62728882
Life expectancy at birth (years),Nicaragua,SEX_BTSX,75.02796173
Life expectancy at birth (years),Nicaragua,SEX_MLE,72.26276398
Life expectancy at birth (years),Nicaragua,SEX_FMLE,77.67507172
Age-standardized prevalence of obesity among adults (18+ years) (%),Niger,SEX_BTSX,5.974679947
Life expectancy at birth (years),Niger,SEX_FMLE,60.93901062
Life expectancy at birth (years),Niger,SEX_BTSX,59.97070694
Life expectancy at birth (years),Niger,SEX_MLE,59.0294838
Age-standardized prevalence of obesity among adults (18+ years) (%),Nigeria,SEX_BTSX,12.35620975
Life expectancy at birth (years),Nigeria,SEX_BTSX,63.39749908
Life expectancy at birth (years),Nigeria,SEX_FMLE,64.77942657
Life expectancy at birth (years),Nigeria,SEX_MLE,62.06702423
Age-standardized prevalence of obesity among adults (18+ years) (%),Niue,SEX_BTSX,66.57666779
Age-standardized prevalence of obesity among adults (18+ years) (%),North Macedonia,SEX_BTSX,27.53899002
Life expectancy at birth (years),North Macedonia,SEX_MLE,70.85033417
Life expectancy at birth (years),North Macedonia,SEX_BTSX,72.9953537
Life expectancy at birth (years),North Macedonia,SEX_FMLE,75.24092102
Age-standardized prevalence of obesity among adults (18+ years) (%),Norway,SEX_BTSX,19.14644051
Life expectancy at birth (years),Norway,SEX_FMLE,84.25270081
Life expectancy at birth (years),Norway,SEX_BTSX,82.88199615
Life expectancy at birth (years),Norway,SEX_MLE,81.50302124
Life expectancy at birth (years),"occupied Palestinian territory, including east Jerusalem",SEX_FMLE,75.87512207
Life expectancy at birth (years),"occupied Palestinian territory, including east Jerusalem",SEX_MLE,71.14110565
Life expectancy at birth (years),"occupied Palestinian territory, including east Jerusalem",SEX_BTSX,73.49178314
Age-standardized prevalence of obesity among adults (18+ years) (%),"occupied Palestinian territory, including east Jerusalem",SEX_BTSX,37.56084061
Age-standardized prevalence of obesity among adults (18+ years) (%),Oman,SEX_BTSX,31.09542084
Life expectancy at birth (years),Oman,SEX_FMLE,74.86314392
Life expectancy at birth (years),Oman,SEX_MLE,70.89524841
Life expectancy at birth (years),Oman,SEX_BTSX,72.47676849
Age-standardized prevalence of obesity among adults (18+ years) (%),Pakistan,SEX_BTSX,23.00650024
Life expectancy at birth (years),Pakistan,SEX_FMLE,66.93027496
Life expectancy at birth (years),Pakistan,SEX_MLE,65.07673645
Life expectancy at birth (years),Pakistan,SEX_BTSX,65.99092102
Age-standardized prevalence of obesity among adults (18+ years) (%),Palau,SEX_BTSX,41.14165878
Age-standardized prevalence of obesity among adults (18+ years) (%),Panama,SEX_BTSX,36.07101822
Life expectancy at birth (years),Panama,SEX_FMLE,80.29103851
Life expectancy at birth (years),Panama,SEX_BTSX,77.23870087
Life expectancy at birth (years),Panama,SEX_MLE,74.35268402
Age-standardized prevalence of obesity among adults (18+ years) (%),Papua New Guinea,SEX_BTSX,20.51736069
Life expectancy at birth (years),Papua New Guinea,SEX_BTSX,65.48786163
Life expectancy at birth (years),Papua New Guinea,SEX_MLE,64.20317078
Life expectancy at birth (years),Papua New Guinea,SEX_FMLE,66.94528961
Age-standardized prevalence of obesity among adults (18+ years) (%),Paraguay,SEX_BTSX,32.95919037
Life expectancy at birth (years),Paraguay,SEX_MLE,67.62709808
Life expectancy at birth (years),Paraguay,SEX_BTSX,70.27081299
Life expectancy at birth (years),Paraguay,SEX_FMLE,73.16442871
Age-standardized prevalence of obesity among adults (18+ years) (%),Peru,SEX_BTSX,27.28842926
Life expectancy at birth (years),Peru,SEX_FMLE,74.80744934
Life expectancy at birth (years),Peru,SEX_MLE,68.81771088
Life expectancy at birth (years),Peru,SEX_BTSX,71.66726685
Age-standardized prevalence of obesity among adults (18+ years) (%),Philippines,SEX_BTSX,8.741729736
Life expectancy at birth (years),Philippines,SEX_MLE,63.39790344
Life expectancy at birth (years),Philippines,SEX_FMLE,69.88256073
Life expectancy at birth (years),Philippines,SEX_BTSX,66.40834045
Age-standardized prevalence of obesity among adults (18+ years) (%),Poland,SEX_BTSX,27.49970055
Life expectancy at birth (years),Poland,SEX_FMLE,79.39878845
Life expectancy at birth (years),Poland,SEX_BTSX,75.40210724
Life expectancy at birth (years),Poland,SEX_MLE,71.55303955
Age-standardized prevalence of obesity among adults (18+ years) (%),Portugal,SEX_BTSX,21.79110909
Life expectancy at birth (years),Portugal,SEX_MLE,78.27281189
Life expectancy at birth (years),Portugal,SEX_FMLE,83.88307953
Life expectancy at birth (years),Portugal,SEX_BTSX,81.17961121
Age-standardized prevalence of obesity among adults (18+ years) (%),Puerto Rico,SEX_BTSX,41.13383102
Life expectancy at birth (years),Puerto Rico,SEX_BTSX,79.90294647
Life expectancy at birth (years),Puerto Rico,SEX_FMLE,83.51311493
Life expectancy at birth (years),Puerto Rico,SEX_MLE,76.19514465
Age-standardized prevalence of obesity among adults (18+ years) (%),Qatar,SEX_BTSX,43.14167023
Life expectancy at birth (years),Qatar,SEX_BTSX,76.71013641
Life expectancy at birth (years),Qatar,SEX_FMLE,77.97981262
Life expectancy at birth (years),Qatar,SEX_MLE,76.03086853
Age-standardized prevalence of obesity among adults (18+ years) (%),Region of the Americas,SEX_BTSX,33.75017166
Life expectancy at birth (years),Region of the Americas,SEX_BTSX,74.11268616
Life expectancy at birth (years),Region of the Americas,SEX_MLE,71.08535767
Life expectancy at birth (years),Region of the Americas,SEX_FMLE,77.27216339
Age-standardized prevalence of obesity among adults (18+ years) (%),Republic of Korea,SEX_BTSX,7.33054018
Life expectancy at birth (years),Republic of Korea,SEX_BTSX,83.79981995
Life expectancy at birth (years),Republic of Korea,SEX_FMLE,86.65826416
Life expectancy at birth (years),Republic of Korea,SEX_MLE,80.70510101
Age-standardized prevalence of obesity among adults (18+ years) (%),Republic of Moldova,SEX_BTSX,22.97020912
Life expectancy at birth (years),Republic of Moldova,SEX_FMLE,73.63363647
Life expectancy at birth (years),Republic of Moldova,SEX_BTSX,69.55780792
Life expectancy at birth (years),Republic of Moldova,SEX_MLE,65.53420258
Age-standardized prevalence of obesity among adults (18+ years) (%),Romania,SEX_BTSX,34.039711
Life expectancy at birth (years),Romania,SEX_FMLE,76.52390289
Life expectancy at birth (years),Romania,SEX_BTSX,72.76431274
Life expectancy at birth (years),Romania,SEX_MLE,69.20896149
Age-standardized prevalence of obesity among adults (18+ years) (%),Russian Federation,SEX_BTSX,24.1948204
Life expectancy at birth (years),Russian Federation,SEX_FMLE,74.33863068
Life expectancy at birth (years),Russian Federation,SEX_BTSX,70.01733398
Life expectancy at birth (years),Russian Federation,SEX_MLE,65.57146454
Age-standardized prevalence of obesity among adults (18+ years) (%),Rwanda,SEX_BTSX,4.923480034
Life expectancy at birth (years),Rwanda,SEX_MLE,65.44898987
Life expectancy at birth (years),Rwanda,SEX_FMLE,69.40378571
Life expectancy at birth (years),Rwanda,SEX_BTSX,67.54213715
Age-standardized prevalence of obesity among adults (18+ years) (%),Saint Kitts and Nevis,SEX_BTSX,45.64439011
Age-standardized prevalence of obesity among adults (18+ years) (%),Saint Lucia,SEX_BTSX,33.46512985
Life expectancy at birth (years),Saint Lucia,SEX_MLE,68.00482178
Life expectancy at birth (years),Saint Lucia,SEX_BTSX,71.11304474
Life expectancy at birth (years),Saint Lucia,SEX_FMLE,74.47416687
Age-standardized prevalence of obesity among adults (18+ years) (%),Saint Vincent and the Grenadines,SEX_BTSX,33.24897003
Life expectancy at birth (years),Saint Vincent and the Grenadines,SEX_FMLE,75.52495575
Life expectancy at birth (years),Saint Vincent and the Grenadines,SEX_BTSX,72.55709076
Life expectancy at birth (years),Saint Vincent and the Grenadines,SEX_MLE,70.02336884
Age-standardized prevalence of obesity among adults (18+ years) (%),Samoa,SEX_BTSX,62.42938995
Life expectancy at birth (years),Samoa,SEX_BTSX,70.27371979
Life expectancy at birth (years),Samoa,SEX_FMLE,71.58085632
Life expectancy at birth (years),Samoa,SEX_MLE,69.07190704
Age-standardized prevalence of obesity among adults (18+ years) (%),Sao Tome and Principe,SEX_BTSX,16.4552803
Life expectancy at birth (years),Sao Tome and Principe,SEX_BTSX,71.17810822
Life expectancy at birth (years),Sao Tome and Principe,SEX_MLE,69.59341431
Life expectancy at birth (years),Sao Tome and Principe,SEX_FMLE,72.81318665
Age-standardized prevalence of obesity among adults (18+ years) (%),Saudi Arabia,SEX_BTSX,40.59907913
Life expectancy at birth (years),Saudi Arabia,SEX_BTSX,76.42921448
Life expectancy at birth (years),Saudi Arabia,SEX_FMLE,77.36849976
Life expectancy at birth (years),Saudi Arabia,SEX_MLE,75.73210144
Age-standardized prevalence of obesity among adults (18+ years) (%),Senegal,SEX_BTSX,10.20713997
Life expectancy at birth (years),Senegal,SEX_BTSX,67.79198456
Life expectancy at birth (years),Senegal,SEX_MLE,65.94354248
Life expectancy at birth (years),Senegal,SEX_FMLE,69.47214508
Age-standardized prevalence of obesity among adults (18+ years) (%),Serbia,SEX_BTSX,22.50791931
Life expectancy at birth (years),Serbia,SEX_BTSX,72.80891418
Life expectancy at birth (years),Serbia,SEX_MLE,69.98960876
Life expectancy at birth (years),Serbia,SEX_FMLE,75.62155151
Age-standardized prevalence of obesity among adults (18+ years) (%),Seychelles,SEX_BTSX,29.36169052
Life expectancy at birth (years),Seychelles,SEX_FMLE,75.62361908
Life expectancy at birth (years),Seychelles,SEX_MLE,72.56876373
Life expectancy at birth (years),Seychelles,SEX_BTSX,74.01196289
Age-standardized prevalence of obesity among adults (18+ years) (%),Sierra Leone,SEX_BTSX,7.130010128
Life expectancy at birth (years),Sierra Leone,SEX_FMLE,61.8902626
Life expectancy at birth (years),Sierra Leone,SEX_MLE,60.1534729
Life expectancy at birth (years),Sierra Leone,SEX_BTSX,61.0228653
Age-standardized prevalence of obesity among adults (18+ years) (%),Singapore,SEX_BTSX,13.87662983
Life expectancy at birth (years),Singapore,SEX_FMLE,86.25122833
Life expectancy at birth (years),Singapore,SEX_MLE,81.57605743
Life expectancy at birth (years),Singapore,SEX_BTSX,83.85708618
Age-standardized prevalence of obesity among adults (18+ years) (%),Slovakia,SEX_BTSX,26.82424927
Life expectancy at birth (years),Slovakia,SEX_FMLE,78.01091766
Life expectancy at birth (years),Slovakia,SEX_BTSX,74.50941467
Life expectancy at birth (years),Slovakia,SEX_MLE,71.12509155
Age-standardized prevalence of obesity among adults (18+ years) (%),Slovenia,SEX_BTSX,19.44181061
Life expectancy at birth (years),Slovenia,SEX_MLE,77.53865814
Life expectancy at birth (years),Slovenia,SEX_BTSX,80.41495514
Life expectancy at birth (years),Slovenia,SEX_FMLE,83.39120483
Age-standardized prevalence of obesity among adults (18+ years) (%),Solomon Islands,SEX_BTSX,22.60238075
Life expectancy at birth (years),Solomon Islands,SEX_FMLE,67.33435822
Life expectancy at birth (years),Solomon Islands,SEX_BTSX,64.79245758
Life expectancy at birth (years),Solomon Islands,SEX_MLE,62.55214691
Age-standardized prevalence of obesity among adults (18+ years) (%),Somalia,SEX_BTSX,14.61382961
Life expectancy at birth (years),Somalia,SEX_MLE,51.74982452
Life expectancy at birth (years),Somalia,SEX_BTSX,53.9514389
Life expectancy at birth (years),Somalia,SEX_FMLE,56.33251953
Age-standardized prevalence of obesity among adults (18+ years) (%),South Africa,SEX_BTSX,30.81970978
Life expectancy at birth (years),South Africa,SEX_MLE,58.90287018
Life expectancy at birth (years),South Africa,SEX_FMLE,64.015625
Life expectancy at birth (years),South Africa,SEX_BTSX,61.49918747
Age-standardized prevalence of obesity among adults (18+ years) (%),South Sudan,SEX_BTSX,8.603830338
Life expectancy at birth (years),South Sudan,SEX_FMLE,60.61474228
Life expectancy at birth (years),South Sudan,SEX_MLE,56.47971344
Life expectancy at birth (years),South Sudan,SEX_BTSX,58.57353973
Age-standardized prevalence of obesity among adults (18+ years) (%),South-East Asia Region,SEX_BTSX,7.998069763
Life expectancy at birth (years),South-East Asia Region,SEX_BTSX,68.36682892
Life expectancy at birth (years),South-East Asia Region,SEX_FMLE,70.27694702
Life expectancy at birth (years),South-East Asia Region,SEX_MLE,66.5994873
Age-standardized prevalence of obesity among adults (18+ years) (%),Spain,SEX_BTSX,15.66913033
Life expectancy at birth (years),Spain,SEX_BTSX,82.66267395
Life expectancy at birth (years),Spain,SEX_FMLE,85.29773712
Life expectancy at birth (years),Spain,SEX_MLE,79.98629761
Age-standardized prevalence of obesity among adults (18+ years) (%),Sri Lanka,SEX_BTSX,10.56363964
Life expectancy at birth (years),Sri Lanka,SEX_BTSX,77.22895813
Life expectancy at birth (years),Sri Lanka,SEX_FMLE,80.05458832
Life expectancy at birth (years),Sri Lanka,SEX_MLE,74.15829468
Age-standardized prevalence of obesity among adults (18+ years) (%),Sudan,SEX_BTSX,17.00499916
Life expectancy at birth (years),Sudan,SEX_FMLE,68.89340973
Life expectancy at birth (years),Sudan,SEX_MLE,66.24964905
Life expectancy at birth (years),Sudan,SEX_BTSX,67.58515167
Age-standardized prevalence of obesity among adults (18+ years) (%),Suriname,SEX_BTSX,29.01502991
Life expectancy at birth (years),Suriname,SEX_FMLE,72.70139313
Life expectancy at birth (years),Suriname,SEX_MLE,66.95529938
Life expectancy at birth (years),Suriname,SEX_BTSX,69.78412628
Age-standardized prevalence of obesity among adults (18+ years) (%),Sweden,SEX_BTSX,15.26700974
Life expectancy at birth (years),Sweden,SEX_MLE,81.02213287
Life expectancy at birth (years),Sweden,SEX_BTSX,82.66490936
Life expectancy at birth (years),Sweden,SEX_FMLE,84.31275177
Age-standardized prevalence of obesity among adults (18+ years) (%),Switzerland,SEX_BTSX,12.11141014
Life expectancy at birth (years),Switzerland,SEX_MLE,81.48440552
Life expectancy at birth (years),Switzerland,SEX_BTSX,83.32795715
Life expectancy at birth (years),Switzerland,SEX_FMLE,85.1147995
Age-standardized prevalence of obesity among adults (18+ years) (%),Syrian Arab Republic,SEX_BTSX,33.94171906
Life expectancy at birth (years),Syrian Arab Republic,SEX_FMLE,74.39009094
Life expectancy at birth (years),Syrian Arab Republic,SEX_BTSX,72.43803406
Life expectancy at birth (years),Syrian Arab Republic,SEX_MLE,70.56090546
Age-standardized prevalence of obesity among adults (18+ years) (%),Tajikistan,SEX_BTSX,23.79314995
Life expectancy at birth (years),Tajikistan,SEX_BTSX,71.81488037
Life expectancy at birth (years),Tajikistan,SEX_FMLE,73.49938965
Life expectancy at birth (years),Tajikistan,SEX_MLE,70.1727829
Age-standardized prevalence of obesity among adults (18+ years) (%),Thailand,SEX_BTSX,15.38461018
Life expectancy at birth (years),Thailand,SEX_BTSX,75.29014587
Life expectancy at birth (years),Thailand,SEX_MLE,71.76036835
Life expectancy at birth (years),Thailand,SEX_FMLE,78.96816254
Age-standardized prevalence of obesity among adults (18+ years) (%),Timor-Leste,SEX_BTSX,2.350349903
Life expectancy at birth (years),Timor-Leste,SEX_MLE,66.52957916
Life expectancy at birth (years),Timor-Leste,SEX_BTSX,67.99671173
Life expectancy at birth (years),Timor-Leste,SEX_FMLE,69.56258392
Age-standardized prevalence of obesity among adults (18+ years) (%),Togo,SEX_BTSX,11.56099033
Life expectancy at birth (years),Togo,SEX_MLE,61.53856659
Life expectancy at birth (years),Togo,SEX_FMLE,66.41722107
Life expectancy at birth (years),Togo,SEX_BTSX,63.86461258
Age-standardized prevalence of obesity among adults (18+ years) (%),Tonga,SEX_BTSX,71.6501236
Life expectancy at birth (years),Tonga,SEX_BTSX,72.7208786
Life expectancy at birth (years),Tonga,SEX_FMLE,75.28993225
Life expectancy at birth (years),Tonga,SEX_MLE,70.21465302
Age-standardized prevalence of obesity among adults (18+ years) (%),Trinidad and Tobago,SEX_BTSX,28.05278015
Life expectancy at birth (years),Trinidad and Tobago,SEX_BTSX,71.7071228
Life expectancy at birth (years),Trinidad and Tobago,SEX_MLE,68.41078949
Life expectancy at birth (years),Trinidad and Tobago,SEX_FMLE,75.15306091
Age-standardized prevalence of obesity among adults (18+ years) (%),Tunisia,SEX_BTSX,26.83222961
Life expectancy at birth (years),Tunisia,SEX_BTSX,74.06842804
Life expectancy at birth (years),Tunisia,SEX_FMLE,76.84116364
Life expectancy at birth (years),Tunisia,SEX_MLE,71.51194
Age-standardized prevalence of obesity among adults (18+ years) (%),Türkiye,SEX_BTSX,33.30083084
Life expectancy at birth (years),Türkiye,SEX_BTSX,75.27239227
Life expectancy at birth (years),Türkiye,SEX_MLE,72.53639984
Life expectancy at birth (years),Türkiye,SEX_FMLE,78.09542084
Age-standardized prevalence of obesity among adults (18+ years) (%),Turkmenistan,SEX_BTSX,21.4022007
Life expectancy at birth (years),Turkmenistan,SEX_MLE,65.70659637
Life expectancy at birth (years),Turkmenistan,SEX_FMLE,72.49741364
Life expectancy at birth (years),Turkmenistan,SEX_BTSX,69.12049103
Age-standardized prevalence of obesity among adults (18+ years) (%),Tuvalu,SEX_BTSX,64.19953156
Age-standardized prevalence of obesity among adults (18+ years) (%),Uganda,SEX_BTSX,7.904560089
Life expectancy at birth (years),Uganda,SEX_MLE,62.92684174
Life expectancy at birth (years),Uganda,SEX_FMLE,68.98082733
Life expectancy at birth (years),Uganda,SEX_BTSX,65.98577881
Age-standardized prevalence of obesity among adults (18+ years) (%),Ukraine,SEX_BTSX,23.63479042
Life expectancy at birth (years),Ukraine,SEX_BTSX,70.90674591
Life expectancy at birth (years),Ukraine,SEX_FMLE,75.33701324
Life expectancy at birth (years),Ukraine,SEX_MLE,66.33380127
Age-standardized prevalence of obesity among adults (18+ years) (%),United Arab Emirates,SEX_BTSX,32.07921982
Life expectancy at birth (years),United Arab Emirates,SEX_FMLE,80.01707459
Life expectancy at birth (years),United Arab Emirates,SEX_BTSX,78.30645752
Life expectancy at birth (years),United Arab Emirates,SEX_MLE,77.17597961
Age-standardized prevalence of obesity among adults (18+ years) (%),United Kingdom,SEX_BTSX,26.82024956
Life expectancy at birth (years),United Kingdom,SEX_MLE,78.27424622
Life expectancy at birth (years),United Kingdom,SEX_BTSX,80.10062408
Life expectancy at birth (years),United Kingdom,SEX_FMLE,81.93070984
Age-standardized prevalence of obesity among adults (18+ years) (%),United Republic of Tanzania,SEX_BTSX,12.58325005
Life expectancy at birth (years),United Republic of Tanzania,SEX_BTSX,66.81015015
Life expectancy at birth (years),United Republic of Tanzania,SEX_FMLE,68.37561035
Life expectancy at birth (years),United Republic of Tanzania,SEX_MLE,65.23878479
Age-standardized prevalence of obesity among adults (18+ years) (%),United States of America,SEX_BTSX,41.98672104
Life expectancy at birth (years),United States of America,SEX_MLE,73.72311401
Life expectancy at birth (years),United States of America,SEX_BTSX,76.37368011
Life expectancy at birth (years),United States of America,SEX_FMLE,79.14743042
Age-standardized prevalence of obesity among adults (18+ years) (%),Uruguay,SEX_BTSX,33.34378815
Life expectancy at birth (years),Uruguay,SEX_BTSX,74.98295593
Life expectancy at birth (years),Uruguay,SEX_FMLE,78.74074554
Life expectancy at birth (years),Uruguay,SEX_MLE,71.24718475
Age-standardized prevalence of obesity among adults (18+ years) (%),Uzbekistan,SEX_BTSX,30.02845001
Life expectancy at birth (years),Uzbekistan,SEX_BTSX,72.18877411
Life expectancy at birth (years),Uzbekistan,SEX_FMLE,74.1125412
Life expectancy at birth (years),Uzbekistan,SEX_MLE,70.1640625
Age-standardized prevalence of obesity among adults (18+ years) (%),Vanuatu,SEX_BTSX,21.28063965
Life expectancy at birth (years),Vanuatu,SEX_FMLE,69.81194305
Life expectancy at birth (years),Vanuatu,SEX_BTSX,66.34837341
Life expectancy at birth (years),Vanuatu,SEX_MLE,63.35992813
Age-standardized prevalence of obesity among adults (18+ years) (%),Venezuela (Bolivarian Republic of),SEX_BTSX,22.71591949
Life expectancy at birth (years),Venezuela (Bolivarian Republic of),SEX_MLE,66.85585785
