OID_,CTR_MN_ISO,CTR_MN_NM,UC_NM_MN,UC_NM_LST,Total_POP,Access_POP,SDG1121pct,Shape_Length,Shape_Area
6225,IND,India,N/A,-,9057.797332286831079,-9999.000000000000000,-9999.000000000000000,0.102462617879521,0.000367869429853
6226,IND,India,Surajpur,Surajpur; Gadarpur; Mahatosh More,28059.704682827021315,-9999.000000000000000,-9999.000000000000000,0.205582231108518,0.001107648580251
6227,IND,India,Sahabad,Sahabad,12318.463638305649511,-9999.000000000000000,-9999.000000000000000,0.083629010650832,0.000275645406995
6228,IND,India,Shivpuri,Shivpuri,69078.674716472713044,-9999.000000000000000,-9999.000000000000000,0.211787400974342,0.001608295471673
6229,IND,India,N/A,-,39095.930474043096183,-9999.000000000000000,-9999.000000000000000,0.467610979014956,0.004724902312170
6230,IND,India,Bamaur,Bamaur,57776.535658359578520,18797.631632804870605,32.535061887334010,0.274491262676679,0.001170971646583
6231,IND,India,Burhanpur,Burhanpur,153947.922122955322266,-9999.000000000000000,-9999.000000000000000,0.229833579915906,0.002425548442595
6232,IND,India,Kumta,Kumta,48297.803710699059593,5697.605992794033227,11.796822122435094,0.322765022039835,0.003249700107496
6233,IND,India,Kolaras,Kolaras,9604.297419548036487,-9999.000000000000000,-9999.000000000000000,0.154059556142092,0.000624397248916
6234,IND,India,Bisauli,Bisauli,23292.808058738697582,-9999.000000000000000,-9999.000000000000000,0.102169967846173,0.000366628488141
6235,IND,India,Soron,Soron,27243.379292011282814,6260.420700073243097,22.979604082776220,0.120431656726229,0.000639108560129
6236,IND,India,Ambah,Ambah,25377.456594467170362,-9999.000000000000000,-9999.000000000000000,0.137612848625480,0.000722611157657
6237,IND,India,Gokak,Gokak,56226.297829866402026,-9999.000000000000000,-9999.000000000000000,0.207106477290544,0.001428314161331
6238,IND,India,Dandeli,Dandeli,21864.482236146926880,1352.218691349029768,6.184544764172411,0.165555830409169,0.001087358774645
6239,IND,India,Bilaspur,Bilaspur,26428.198247432701464,-9999.000000000000000,-9999.000000000000000,0.180818019736044,0.001013812951242
6240,IND,India,N/A,-,13875.097329139700378,-9999.000000000000000,-9999.000000000000000,0.156188456179834,0.000736979615996
6241,IND,India,Etah,Etah,127621.241485595906852,-9999.000000000000000,-9999.000000000000000,0.280266713532342,0.002184632700824
6242,IND,India,Badarwas,Badarwas,12201.760944604866381,5452.720263481140137,44.687978138861190,0.117708211022037,0.000534132764499
6243,IND,India,Honnavar,Honnavar,38771.983454227447510,-9999.000000000000000,-9999.000000000000000,0.342926527346219,0.002165004665762
6244,IND,India,Dabrai,Dabrai,24877.294381141702615,-9999.000000000000000,-9999.000000000000000,0.184017441100822,0.000725346841565
6245,IND,India,Narsinghgarh,Narsinghgarh,13922.985693931594142,-9999.000000000000000,-9999.000000000000000,0.116670405021875,0.000616959056900
6246,IND,India,N/A,-,14437.899619579326099,-9999.000000000000000,-9999.000000000000000,0.117776299881790,0.000549025552050
6247,IND,India,Pinahat,Pinahat,9678.185446262370533,-9999.000000000000000,-9999.000000000000000,0.116411849012187,0.000452390293521
6248,IND,India,Milak,Milak,21876.163760662082495,-9999.000000000000000,-9999.000000000000000,0.139973614936780,0.000643490498086
6249,IND,India,Jalna,Jalna,194643.087786197953392,18668.780408859249292,9.591288661308930,0.345393333605203,0.003603294453759
6250,IND,India,Sangole,Sangole,11171.214228153237855,5501.854510545733319,49.250282003188154,0.129612984004272,0.000676682617943
6251,IND,India,Almora,Almora,11991.354469776166297,-9999.000000000000000,-9999.000000000000000,0.163061540361780,0.000835277598740
6252,IND,India,Gwalior,Gwalior,909925.822152141714469,131837.471088409423828,14.488815228541279,0.609350419412933,0.009625282960643
6253,IND,India,Maksudangarh,Maksudangarh,5173.029578208924249,-9999.000000000000000,-9999.000000000000000,0.056857561531256,0.000176747803834
6254,IND,India,Ambad,Ambad,11575.755957126615613,-9999.000000000000000,-9999.000000000000000,0.096597687064607,0.000428347393292
6255,IND,India,Bāgeshwar,Bāgeshwar,4130.093004465101330,-9999.000000000000000,-9999.000000000000000,0.119832582675248,0.000465181523019
6256,IND,India,Haldwani,Haldwani,200930.919348717085086,40100.666244506806834,19.957439290322370,0.479075300095429,0.004530611177083
6257,IND,India,Rudrapur,Rudrapur,238766.329816818411928,12646.588906288146973,5.296638314116813,0.464809586148794,0.004889618544107
6258,IND,India,Malkapur,Malkapur,52227.929751634605054,14102.136780738834204,27.001140668987439,0.239868505528317,0.001554750384270
6259,IND,India,Aron,Aron,17909.030323266975756,-9999.000000000000000,-9999.000000000000000,0.117216507521741,0.000620185670789
6260,IND,India,N/A,-,35236.096392154679052,-9999.000000000000000,-9999.000000000000000,0.223526295269323,0.001194263307675
6261,IND,India,Narwar,Narwar,7907.440124034886139,-9999.000000000000000,-9999.000000000000000,0.057588932637223,0.000179029025856
6262,IND,India,Nepanagar,Nepanagar,20028.474567890156322,-9999.000000000000000,-9999.000000000000000,0.170833837111095,0.001040317687859
6263,IND,India,Paranda,Paranda,5926.789740681641888,-9999.000000000000000,-9999.000000000000000,0.095978219364736,0.000339915233597
6264,IND,India,Athani,Athani,30593.769302606611745,-9999.000000000000000,-9999.000000000000000,0.132756950262684,0.000842616252567
6265,IND,India,Kurduvadi,Kurduvadi,9304.071772575365685,5175.905591011049182,55.630542385405079,0.133556987493916,0.000679148700587
6266,IND,India,Pandharpur,Pandharpur,61121.073437214057776,12133.516410827642176,19.851608828977145,0.208467567350643,0.001948014391040
6267,IND,India,Bailahongala,Bailahongala,27089.702560424786498,-9999.000000000000000,-9999.000000000000000,0.128670186870262,0.000754831245647
6268,IND,India,Wazirganj,Wazirganj,14650.748526573195704,-9999.000000000000000,-9999.000000000000000,0.120785536469936,0.000457880163017
6269,IND,India,Porsa,Porsa,28404.576325416535838,-9999.000000000000000,-9999.000000000000000,0.100893981545182,0.000451525431087
6270,IND,India,Georai,Georai,12726.680043935766662,-9999.000000000000000,-9999.000000000000000,0.110147431740040,0.000512931201570
6271,IND,India,Shikohabad,Shikohabad,103177.580598831307725,11240.031983375549316,10.893870468894139,0.257791989227702,0.002266385434363
6272,IND,India,N/A,-,14326.071280956264673,-9999.000000000000000,-9999.000000000000000,0.080894595747188,0.000368108542935
6273,IND,India,Yellapur,Yellapur,4601.636454463004156,-9999.000000000000000,-9999.000000000000000,0.131837304777492,0.000584695318656
6274,IND,India,Bhatkal,Bhatkal,60875.807229280253523,-9999.000000000000000,-9999.000000000000000,0.329541160996082,0.002827824191759
6275,IND,India,Ujhani,Ujhani,30257.396056175202830,4906.854777336120605,16.217042498390025,0.142124970177398,0.000731180337320
6276,IND,India,Jasrana,Jasrana,7594.590647697445092,-9999.000000000000000,-9999.000000000000000,0.079867901165747,0.000272276011821
6277,IND,India,Malanpur,Malanpur,45452.799158811641973,-9999.000000000000000,-9999.000000000000000,0.195207418728671,0.001711211546283
6278,IND,India,Lālkua,Lālkua,40327.415509939201002,-9999.000000000000000,-9999.000000000000000,0.237839836806162,0.001107979264042
6279,IND,India,Buldhana,Buldhana,36630.058556556687108,-9999.000000000000000,-9999.000000000000000,0.169905224936697,0.001034015982514
6280,IND,India,Jath,Jath,9787.738415479667310,-9999.000000000000000,-9999.000000000000000,0.112427539045571,0.000675280789247
6281,IND,India,Sehore,Sehore,67062.380103588191560,16670.574707031268190,24.858310548001761,0.193822819445156,0.001229162355729
6282,IND,India,Beed,Beed,102868.320779323374154,-9999.000000000000000,-9999.000000000000000,0.226953802439414,0.001792218190956
6283,IND,India,Aonla,Aonla,31313.887494564052759,-9999.000000000000000,-9999.000000000000000,0.120865412986153,0.000733080031568
6284,IND,India,Leteri,Leteri,4912.388694763183594,-9999.000000000000000,-9999.000000000000000,0.099083887587656,0.000441872341405
6285,IND,India,Sidhpura,Sidhpura,6465.941445350648792,-9999.000000000000000,-9999.000000000000000,0.061575711654408,0.000182172448239
6286,IND,India,Rabakavi Banahatti,Rabakavi Banahatti,40837.460708379818243,-9999.000000000000000,-9999.000000000000000,0.166435205593649,0.001178179156215
6287,IND,India,Ganj Dundwara,Ganj Dundwara,24387.905220985390770,-9999.000000000000000,-9999.000000000000000,0.120299767525369,0.000546997937200
6288,IND,India,Bhitarwar,Bhitarwar,9946.615122795108618,-9999.000000000000000,-9999.000000000000000,0.078965672364981,0.000268888715704
6289,IND,India,Kichha,Kichha,46364.589579105457233,14874.461364746095569,32.081511989592528,0.180911834660034,0.001106276966799
6290,IND,India,N/A,-,23578.264671802502562,-9999.000000000000000,-9999.000000000000000,0.161431431972580,0.001009781833585
6291,IND,India,Bah,Bah,18947.185225009896385,-9999.000000000000000,-9999.000000000000000,0.162289142478140,0.000633248063219
6292,IND,India,Mammigatti,Mammigatti; Belur; Kotur; Mangalagatti; Niralakatti,83768.667731762034236,-9999.000000000000000,-9999.000000000000000,0.182559473163171,0.001256242858310
6293,IND,India,Sirsaganj,Sirsaganj,36649.523498058384575,-9999.000000000000000,-9999.000000000000000,0.180960264622341,0.000996785707043
6294,IND,India,Baheri,Baheri,79254.569802761165192,29145.535478591911669,36.774580382084771,0.361467219532580,0.002486173364758
6295,IND,India,Budaun,Budaun,152570.885094642697368,41474.533365249626513,27.183779749014402,0.219682924672522,0.001462761458109
6296,IND,India,Gormi,Gormi,6602.104056358336493,-9999.000000000000000,-9999.000000000000000,0.079464787266046,0.000270750640505
6297,IND,India,Gohad,Gohad,19576.753092765811743,-9999.000000000000000,-9999.000000000000000,0.119033546598038,0.000630778382926
6298,IND,India,Paul Pothen Nagar,Paul Pothen Nagar,41166.901065349586133,-9999.000000000000000,-9999.000000000000000,0.139512169624435,0.000732686239965
6299,IND,India,Chikhli,Chikhli,33723.097349166797358,-9999.000000000000000,-9999.000000000000000,0.135069668372843,0.000860694645523
6300,IND,India,Mangalwedha,Mangalwedha,7923.900941371914996,-9999.000000000000000,-9999.000000000000000,0.092118885873996,0.000507716935644
6301,IND,India,Bareilly,Bareilly,1144251.556657314300537,194429.059139251912711,16.991810761196213,0.707283761615919,0.010089811920797
6302,IND,India,Uppunda,"Uppunda; Naikanakatte, Kergal; Bijuru; Koderi; Kambadakone; Teggarse; Heranjalu; Bainduru; ; Upparahalli; Kirimanjeshvara; 11 Ulluru; Navunda",21727.444242358207703,3282.945098400115512,15.109669880086200,0.322012594971574,0.002326770207882
6303,IND,India,N/A,-,4273.711975097654431,3864.537747859952106,90.425788410124412,0.059004965076672,0.000183284991450
6304,IND,India,Dharwad,Dharwad,281902.022377968183719,15962.181239128123707,5.662315262756916,0.450271238274927,0.003934859736748
6305,IND,India,Ashoknagar,Ashoknagar,17968.077836275093432,7846.151381492615656,43.667171597244028,0.117398004442248,0.000798604175846
6306,IND,India,Barshi,Barshi,34558.754314661004173,-9999.000000000000000,-9999.000000000000000,0.188431842467198,0.001444455368189
6307,IND,India,N/A,-,26026.210334301005787,-9999.000000000000000,-9999.000000000000000,0.162275331216341,0.000738391373034
6308,IND,India,N/A,-,14822.113610267631884,-9999.000000000000000,-9999.000000000000000,0.140035366831047,0.000643445253022
6309,IND,India,Yadawada,Yadawada,19935.778601169582544,-9999.000000000000000,-9999.000000000000000,0.145793491711365,0.000924436364800
6310,IND,India,Sirsi,Sirsi,33023.998797893567826,-9999.000000000000000,-9999.000000000000000,0.168783304098568,0.001250958036788
6311,IND,India,N/A,-,11170.548799037940626,-9999.000000000000000,-9999.000000000000000,0.102530728102732,0.000367974474284
6312,IND,India,Nandura,Nandura,14784.021227359762634,7574.818973541255218,51.236526632706990,0.097219928942434,0.000431701004970
6313,IND,India,Bhamora,Bhamora,14634.062542915344238,-9999.000000000000000,-9999.000000000000000,0.136642270430877,0.000641087805821
6314,IND,India,Jalgaon Jamod,Jalgaon Jamod,13658.921949148174463,-9999.000000000000000,-9999.000000000000000,0.114761338773404,0.000518772125971
6315,IND,India,Jamakhandi,Jamakhandi,41676.962115287766210,-9999.000000000000000,-9999.000000000000000,0.153129573490228,0.000925843117872
6316,IND,India,Karera,Karera,17488.441913604739966,-9999.000000000000000,-9999.000000000000000,0.121289859459268,0.000446872651945
6317,IND,India,Berasia,Berasia,21720.044575929663552,-9999.000000000000000,-9999.000000000000000,0.134444395114396,0.000704650765778
6318,IND,India,Saundatti,Saundatti,16332.504483222957788,-9999.000000000000000,-9999.000000000000000,0.111815581365863,0.000586970762260
6319,IND,India,Kalaghatagi,Kalaghatagi,5908.072676420209973,-9999.000000000000000,-9999.000000000000000,0.128344041237837,0.000668899616555
6320,IND,India,Jaithra,Jaithra,10858.992969036104114,-9999.000000000000000,-9999.000000000000000,0.101561460217330,0.000454931911154
6321,IND,India,Kakrala,Kakrala,14424.782351970665331,-9999.000000000000000,-9999.000000000000000,0.080325847154482,0.000365211019075
6322,IND,India,N/A,-,11724.920300483709070,-9999.000000000000000,-9999.000000000000000,0.098506468632851,0.000363560558444
6323,IND,India,Dabra,Dabra,46394.599563121781102,-9999.000000000000000,-9999.000000000000000,0.136763193769640,0.000986640109425
6324,IND,India,Bhopal,Bhopal,1814836.169617634033784,145293.023999214201467,8.005847934462643,0.888704094143213,0.019233389533206
6325,IND,India,Kundapura,Kundapura,121787.059083819520310,1825.521401405334927,1.498945302676957,0.619462977732403,0.007969067805250
6326,IND,India,Mahgawan,Mahgawan,24861.172171115882520,-9999.000000000000000,-9999.000000000000000,0.140493922473719,0.000721371563349
6327,IND,India,Sitarganj,Sitarganj,27633.300889015212306,-9999.000000000000000,-9999.000000000000000,0.159308677485963,0.000922043604787
6328,IND,India,Mudhol,Mudhol,27105.707050323533622,-9999.000000000000000,-9999.000000000000000,0.149444499202907,0.000756817944492
6329,IND,India,N/A,-,11750.163236141206653,-9999.000000000000000,-9999.000000000000000,0.080346048548847,0.000273962359792
6330,IND,India,Sironj,Sironj,25120.882901191747806,-9999.000000000000000,-9999.000000000000000,0.156024793831288,0.000972404530911
6331,IND,India,Paratas,Paratas; Saidpur,55903.763588905421784,-9999.000000000000000,-9999.000000000000000,0.241882236968111,0.001558297672008
6332,IND,India,Khamgaon,Khamgaon,60244.226044416471268,14327.125949859619141,23.781741239893400,0.288081598893179,0.002329446199286
6333,IND,India,Hebballi,Hebballi,6640.867925643926355,-9999.000000000000000,-9999.000000000000000,0.111691161582407,0.000418675657473
6334,IND,India,Hubballi,Hubballi,57863.001986742041481,4312.643004655835284,7.453196095225037,0.277285385780214,0.002928922923832
6335,IND,India,Sainthal,Sainthal,10379.098045349133827,-9999.000000000000000,-9999.000000000000000,0.099550194886514,0.000367380517452
6336,IND,India,Mainpuri,Mainpuri,139878.240015029616188,-9999.000000000000000,-9999.000000000000000,0.282591587115597,0.002631948879280
6337,IND,India,Udupi,Udupi,157637.569796561816474,7850.207752227786841,4.979909143714165,0.443253572469548,0.006551950597521
6338,IND,India,Harda,Harda,30463.917196989074000,1062.143997192383040,3.486564089326494,0.133290327441359,0.001046987827791
6339,IND,India,Nawabganj,Nawabganj,27997.980154514341848,-9999.000000000000000,-9999.000000000000000,0.121188160408346,0.000551122326461
6340,IND,India,Karhal,Karhal,17707.496626377123903,-9999.000000000000000,-9999.000000000000000,0.119611084393994,0.000543400623828
6341,IND,India,Dataganj,Dataganj,17885.851214408881788,-9999.000000000000000,-9999.000000000000000,0.117739553946356,0.000548422640923
6342,IND,India,Aliganj,Aliganj,22548.701638221700705,-9999.000000000000000,-9999.000000000000000,0.178675170084207,0.000909708705176
6343,IND,India,Jaswantnagar,Jaswantnagar,25368.407128334056324,-9999.000000000000000,-9999.000000000000000,0.119496725003608,0.000723786425129
6344,IND,India,Pichor,Pichor,13503.730906963346570,-9999.000000000000000,-9999.000000000000000,0.096706823107350,0.000356675345217
6345,IND,India,Khaniadhana,Khaniadhana,13900.094423055646985,-9999.000000000000000,-9999.000000000000000,0.078537434179558,0.000356246882860
6346,IND,India,Bhind,Bhind,154729.890691757376771,-9999.000000000000000,-9999.000000000000000,0.238389885016786,0.002616158826184
