CTR_MN_NM,Total_Country_POP,Total_Access_POP,Percent_Access,IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Fiji,216131.29141365,138131.46100151548,0.6391090345966981,Life expectancy at birth (years),Fiji,SEX_MLE,63.49181747
Finland,1085741.670925503,1039193.4405551008,0.9571277112992048,Age-standardized prevalence of obesity among adults (18+ years) (%),Finland,SEX_BTSX,21.50906944
Finland,1085741.670925503,1039193.4405551008,0.9571277112992048,Life expectancy at birth (years),Finland,SEX_BTSX,81.53419495
Finland,1085741.670925503,1039193.4405551008,0.9571277112992048,Life expectancy at birth (years),Finland,SEX_MLE,79.00774384
Finland,1085741.670925503,1039193.4405551008,0.9571277112992048,Life expectancy at birth (years),Finland,SEX_FMLE,84.06163788
France,22877656.722540744,22296322.464407817,0.9745894317244408,Age-standardized prevalence of obesity among adults (18+ years) (%),France,SEX_BTSX,9.698479652
France,22877656.722540744,22296322.464407817,0.9745894317244408,Life expectancy at birth (years),France,SEX_MLE,79.07624054
France,22877656.722540744,22296322.464407817,0.9745894317244408,Life expectancy at birth (years),France,SEX_BTSX,81.92274475
France,22877656.722540744,22296322.464407817,0.9745894317244408,Life expectancy at birth (years),France,SEX_FMLE,84.68614197
Gabon,328242.029979169,-15799.442016601552,-0.048133512998333,Age-standardized prevalence of obesity among adults (18+ years) (%),Gabon,SEX_BTSX,21.01852036
Gabon,328242.029979169,-15799.442016601552,-0.048133512998333,Life expectancy at birth (years),Gabon,SEX_MLE,62.68143845
Gabon,328242.029979169,-15799.442016601552,-0.048133512998333,Life expectancy at birth (years),Gabon,SEX_BTSX,65.09381104
Gabon,328242.029979169,-15799.442016601552,-0.048133512998333,Life expectancy at birth (years),Gabon,SEX_FMLE,67.9184494
Gambia,792569.644386533,34402.088445663445,0.0434057608556172,Age-standardized prevalence of obesity among adults (18+ years) (%),Gambia,SEX_BTSX,14.93299961
Gambia,792569.644386533,34402.088445663445,0.0434057608556172,Life expectancy at birth (years),Gambia,SEX_BTSX,64.21396637
Gambia,792569.644386533,34402.088445663445,0.0434057608556172,Life expectancy at birth (years),Gambia,SEX_MLE,62.22161865
Gambia,792569.644386533,34402.088445663445,0.0434057608556172,Life expectancy at birth (years),Gambia,SEX_FMLE,66.26215363
Georgia,1424432.9803813712,706062.3335311407,0.4956795744381759,Age-standardized prevalence of obesity among adults (18+ years) (%),Georgia,SEX_BTSX,34.65962982
Georgia,1424432.9803813712,706062.3335311407,0.4956795744381759,Life expectancy at birth (years),Georgia,SEX_BTSX,71.24038696
Georgia,1424432.9803813712,706062.3335311407,0.4956795744381759,Life expectancy at birth (years),Georgia,SEX_MLE,66.85416412
Georgia,1424432.9803813712,706062.3335311407,0.4956795744381759,Life expectancy at birth (years),Georgia,SEX_FMLE,75.59980774
Germany,25838752.538034864,24405302.70483575,0.9445232570307308,Age-standardized prevalence of obesity among adults (18+ years) (%),Germany,SEX_BTSX,20.40370941
Germany,25838752.538034864,24405302.70483575,0.9445232570307308,Life expectancy at birth (years),Germany,SEX_MLE,78.14950562
Germany,25838752.538034864,24405302.70483575,0.9445232570307308,Life expectancy at birth (years),Germany,SEX_BTSX,80.4914093
Germany,25838752.538034864,24405302.70483575,0.9445232570307308,Life expectancy at birth (years),Germany,SEX_FMLE,82.85917664
Ghana,10368447.016875912,3054456.641084909,0.2945915271702125,Age-standardized prevalence of obesity among adults (18+ years) (%),Ghana,SEX_BTSX,12.9313097
Ghana,10368447.016875912,3054456.641084909,0.2945915271702125,Life expectancy at birth (years),Ghana,SEX_BTSX,66.10178375
Ghana,10368447.016875912,3054456.641084909,0.2945915271702125,Life expectancy at birth (years),Ghana,SEX_FMLE,68.6049881
Ghana,10368447.016875912,3054456.641084909,0.2945915271702125,Life expectancy at birth (years),Ghana,SEX_MLE,63.69049072
Greece,4725575.433778478,4489711.50900617,0.9500877875980246,Age-standardized prevalence of obesity among adults (18+ years) (%),Greece,SEX_BTSX,27.98150063
Greece,4725575.433778478,4489711.50900617,0.9500877875980246,Life expectancy at birth (years),Greece,SEX_FMLE,81.95119476
Greece,4725575.433778478,4489711.50900617,0.9500877875980246,Life expectancy at birth (years),Greece,SEX_MLE,77.25505829
Greece,4725575.433778478,4489711.50900617,0.9500877875980246,Life expectancy at birth (years),Greece,SEX_BTSX,79.59784698
Guatemala,3764780.491331322,107877.58846807356,0.0286544165633214,Age-standardized prevalence of obesity among adults (18+ years) (%),Guatemala,SEX_BTSX,26.81023979
Guatemala,3764780.491331322,107877.58846807356,0.0286544165633214,Life expectancy at birth (years),Guatemala,SEX_FMLE,71.89797211
Guatemala,3764780.491331322,107877.58846807356,0.0286544165633214,Life expectancy at birth (years),Guatemala,SEX_MLE,65.64514923
Guatemala,3764780.491331322,107877.58846807356,0.0286544165633214,Life expectancy at birth (years),Guatemala,SEX_BTSX,68.69573975
Guinea,2808723.669553753,215810.3066215508,0.0768357204238032,Age-standardized prevalence of obesity among adults (18+ years) (%),Guinea,SEX_BTSX,9.534179688
Guinea,2808723.669553753,215810.3066215508,0.0768357204238032,Life expectancy at birth (years),Guinea,SEX_FMLE,62.47833633
Guinea,2808723.669553753,215810.3066215508,0.0768357204238032,Life expectancy at birth (years),Guinea,SEX_BTSX,61.26250839
Guinea,2808723.669553753,215810.3066215508,0.0768357204238032,Life expectancy at birth (years),Guinea,SEX_MLE,59.94664383
Guinea-Bissau,443684.511195062,-19671.689895629883,-0.0443371120678616,Age-standardized prevalence of obesity among adults (18+ years) (%),Guinea-Bissau,SEX_BTSX,11.47050953
Guinea-Bissau,443684.511195062,-19671.689895629883,-0.0443371120678616,Life expectancy at birth (years),Guinea-Bissau,SEX_BTSX,58.62801743
Guinea-Bissau,443684.511195062,-19671.689895629883,-0.0443371120678616,Life expectancy at birth (years),Guinea-Bissau,SEX_FMLE,61.10224915
Guinea-Bissau,443684.511195062,-19671.689895629883,-0.0443371120678616,Life expectancy at birth (years),Guinea-Bissau,SEX_MLE,56.07573318
Guyana,113851.21725630751,-19998.0,-0.1756502959031128,Age-standardized prevalence of obesity among adults (18+ years) (%),Guyana,SEX_BTSX,28.45774078
Guyana,113851.21725630751,-19998.0,-0.1756502959031128,Life expectancy at birth (years),Guyana,SEX_MLE,62.97730255
Guyana,113851.21725630751,-19998.0,-0.1756502959031128,Life expectancy at birth (years),Guyana,SEX_FMLE,69.31385803
Guyana,113851.21725630751,-19998.0,-0.1756502959031128,Life expectancy at birth (years),Guyana,SEX_BTSX,66.07775116
Haiti,4196959.369681573,91094.31720471394,0.0217048365687717,Age-standardized prevalence of obesity among adults (18+ years) (%),Haiti,SEX_BTSX,10.68922997
Haiti,4196959.369681573,91094.31720471394,0.0217048365687717,Life expectancy at birth (years),Haiti,SEX_FMLE,63.20708466
Haiti,4196959.369681573,91094.31720471394,0.0217048365687717,Life expectancy at birth (years),Haiti,SEX_BTSX,62.45638657
Haiti,4196959.369681573,91094.31720471394,0.0217048365687717,Life expectancy at birth (years),Haiti,SEX_MLE,61.6996727
Honduras,2006378.769168418,46721.82188796993,0.0232866408905107,Age-standardized prevalence of obesity among adults (18+ years) (%),Honduras,SEX_BTSX,29.4924202
Honduras,2006378.769168418,46721.82188796993,0.0232866408905107,Life expectancy at birth (years),Honduras,SEX_BTSX,68.96309662
Honduras,2006378.769168418,46721.82188796993,0.0232866408905107,Life expectancy at birth (years),Honduras,SEX_MLE,67.43759155
Honduras,2006378.769168418,46721.82188796993,0.0232866408905107,Life expectancy at birth (years),Honduras,SEX_FMLE,70.53263092
Hungary,2692514.0787720624,2637359.95610558,0.9795157532874864,Age-standardized prevalence of obesity among adults (18+ years) (%),Hungary,SEX_BTSX,31.7039299
Hungary,2692514.0787720624,2637359.95610558,0.9795157532874864,Life expectancy at birth (years),Hungary,SEX_BTSX,74.39546967
Hungary,2692514.0787720624,2637359.95610558,0.9795157532874864,Life expectancy at birth (years),Hungary,SEX_FMLE,77.82603455
Hungary,2692514.0787720624,2637359.95610558,0.9795157532874864,Life expectancy at birth (years),Hungary,SEX_MLE,70.94422913
Iceland,121146.3160974982,115026.259044528,0.9494821035412682,Age-standardized prevalence of obesity among adults (18+ years) (%),Iceland,SEX_BTSX,21.23440933
Iceland,121146.3160974982,115026.259044528,0.9494821035412682,Life expectancy at birth (years),Iceland,SEX_MLE,81.32974243
Iceland,121146.3160974982,115026.259044528,0.9494821035412682,Life expectancy at birth (years),Iceland,SEX_BTSX,82.57766724
Iceland,121146.3160974982,115026.259044528,0.9494821035412682,Life expectancy at birth (years),Iceland,SEX_FMLE,83.88967133
India,349410010.5147836,64345943.18465096,0.1841559807913072,Age-standardized prevalence of obesity among adults (18+ years) (%),India,SEX_BTSX,7.267889977
India,349410010.5147836,64345943.18465096,0.1841559807913072,Life expectancy at birth (years),India,SEX_FMLE,69.01961517
India,349410010.5147836,64345943.18465096,0.1841559807913072,Life expectancy at birth (years),India,SEX_MLE,65.77192688
India,349410010.5147836,64345943.18465096,0.1841559807913072,Life expectancy at birth (years),India,SEX_BTSX,67.30780792
Indonesia,108900563.73474488,9519579.640581122,0.0874153384896012,Age-standardized prevalence of obesity among adults (18+ years) (%),Indonesia,SEX_BTSX,11.22786999
Indonesia,108900563.73474488,9519579.640581122,0.0874153384896012,Life expectancy at birth (years),Indonesia,SEX_MLE,66.41326904
Indonesia,108900563.73474488,9519579.640581122,0.0874153384896012,Life expectancy at birth (years),Indonesia,SEX_BTSX,68.2616806
Indonesia,108900563.73474488,9519579.640581122,0.0874153384896012,Life expectancy at birth (years),Indonesia,SEX_FMLE,70.17754364
Iraq,9024144.084419684,-343155.44614934927,-0.0380263704722769,Age-standardized prevalence of obesity among adults (18+ years) (%),Iraq,SEX_BTSX,40.48524857
Iraq,9024144.084419684,-343155.44614934927,-0.0380263704722769,Life expectancy at birth (years),Iraq,SEX_FMLE,73.91197205
Iraq,9024144.084419684,-343155.44614934927,-0.0380263704722769,Life expectancy at birth (years),Iraq,SEX_MLE,68.88970947
Iraq,9024144.084419684,-343155.44614934927,-0.0380263704722769,Life expectancy at birth (years),Iraq,SEX_BTSX,71.46632385
Ireland,1413269.9635733138,1381451.7395042195,0.977486096153459,Age-standardized prevalence of obesity among adults (18+ years) (%),Ireland,SEX_BTSX,28.34654999
Ireland,1413269.9635733138,1381451.7395042195,0.977486096153459,Life expectancy at birth (years),Ireland,SEX_MLE,79.86626434
Ireland,1413269.9635733138,1381451.7395042195,0.977486096153459,Life expectancy at birth (years),Ireland,SEX_BTSX,81.60163116
Ireland,1413269.9635733138,1381451.7395042195,0.977486096153459,Life expectancy at birth (years),Ireland,SEX_FMLE,83.35086823
Israel,3703422.46305918,3423652.6799354493,0.924456422156972,Age-standardized prevalence of obesity among adults (18+ years) (%),Israel,SEX_BTSX,22.4907093
Israel,3703422.46305918,3423652.6799354493,0.924456422156972,Life expectancy at birth (years),Israel,SEX_FMLE,82.09316254
Israel,3703422.46305918,3423652.6799354493,0.924456422156972,Life expectancy at birth (years),Israel,SEX_BTSX,81.74464417
Israel,3703422.46305918,3423652.6799354493,0.924456422156972,Life expectancy at birth (years),Israel,SEX_MLE,82.38661957
Italy,20989614.2431329,16622588.257764274,0.7919434852502174,Age-standardized prevalence of obesity among adults (18+ years) (%),Italy,SEX_BTSX,17.29186058
Italy,20989614.2431329,16622588.257764274,0.7919434852502174,Life expectancy at birth (years),Italy,SEX_BTSX,82.19747162
Italy,20989614.2431329,16622588.257764274,0.7919434852502174,Life expectancy at birth (years),Italy,SEX_FMLE,84.32794952
Italy,20989614.2431329,16622588.257764274,0.7919434852502174,Life expectancy at birth (years),Italy,SEX_MLE,79.97563171
Jamaica,895668.3248556835,28723.75377082824,0.0320696322217897,Age-standardized prevalence of obesity among adults (18+ years) (%),Jamaica,SEX_BTSX,33.80701828
Jamaica,895668.3248556835,28723.75377082824,0.0320696322217897,Life expectancy at birth (years),Jamaica,SEX_BTSX,70.14394379
Jamaica,895668.3248556835,28723.75377082824,0.0320696322217897,Life expectancy at birth (years),Jamaica,SEX_MLE,67.6437912
Jamaica,895668.3248556835,28723.75377082824,0.0320696322217897,Life expectancy at birth (years),Jamaica,SEX_FMLE,72.7726059
Japan,83987933.29293102,63557550.02902285,0.7567462079028473,Age-standardized prevalence of obesity among adults (18+ years) (%),Japan,SEX_BTSX,5.539299965
Japan,83987933.29293102,63557550.02902285,0.7567462079028473,Life expectancy at birth (years),Japan,SEX_BTSX,84.46067047
Japan,83987933.29293102,63557550.02902285,0.7567462079028473,Life expectancy at birth (years),Japan,SEX_FMLE,87.15803528
Japan,83987933.29293102,63557550.02902285,0.7567462079028473,Life expectancy at birth (years),Japan,SEX_MLE,81.70918274
Jordan,5420735.595890094,237012.7344913481,0.0437233527256055,Age-standardized prevalence of obesity among adults (18+ years) (%),Jordan,SEX_BTSX,38.50699997
Jordan,5420735.595890094,237012.7344913481,0.0437233527256055,Life expectancy at birth (years),Jordan,SEX_FMLE,76.98049927
Jordan,5420735.595890094,237012.7344913481,0.0437233527256055,Life expectancy at birth (years),Jordan,SEX_BTSX,75.6497345
Jordan,5420735.595890094,237012.7344913481,0.0437233527256055,Life expectancy at birth (years),Jordan,SEX_MLE,74.56877899
Kazakhstan,3396788.135652733,905680.6121620506,0.2666285255344644,Age-standardized prevalence of obesity among adults (18+ years) (%),Kazakhstan,SEX_BTSX,18.37641907
Kazakhstan,3396788.135652733,905680.6121620506,0.2666285255344644,Life expectancy at birth (years),Kazakhstan,SEX_BTSX,70.2751236
Kazakhstan,3396788.135652733,905680.6121620506,0.2666285255344644,Life expectancy at birth (years),Kazakhstan,SEX_FMLE,73.93874359
Kazakhstan,3396788.135652733,905680.6121620506,0.2666285255344644,Life expectancy at birth (years),Kazakhstan,SEX_MLE,66.36555481
Kenya,9060127.804365875,964814.3511503948,0.1064901480402375,Age-standardized prevalence of obesity among adults (18+ years) (%),Kenya,SEX_BTSX,12.41028023
Kenya,9060127.804365875,964814.3511503948,0.1064901480402375,Life expectancy at birth (years),Kenya,SEX_BTSX,66.76222229
Kenya,9060127.804365875,964814.3511503948,0.1064901480402375,Life expectancy at birth (years),Kenya,SEX_FMLE,69.21556854
Kenya,9060127.804365875,964814.3511503948,0.1064901480402375,Life expectancy at birth (years),Kenya,SEX_MLE,64.39587402
Kuwait,2779228.109144207,60160.71014928816,0.0216465535705211,Age-standardized prevalence of obesity among adults (18+ years) (%),Kuwait,SEX_BTSX,41.4169693
Kuwait,2779228.109144207,60160.71014928816,0.0216465535705211,Life expectancy at birth (years),Kuwait,SEX_MLE,77.31715393
Kuwait,2779228.109144207,60160.71014928816,0.0216465535705211,Life expectancy at birth (years),Kuwait,SEX_BTSX,78.95211792
Kuwait,2779228.109144207,60160.71014928816,0.0216465535705211,Life expectancy at birth (years),Kuwait,SEX_FMLE,81.75064087
Kyrgyzstan,1617217.411728865,546382.9900476354,0.3378537641785168,Age-standardized prevalence of obesity among adults (18+ years) (%),Kyrgyzstan,SEX_BTSX,26.59970093
Kyrgyzstan,1617217.411728865,546382.9900476354,0.3378537641785168,Life expectancy at birth (years),Kyrgyzstan,SEX_BTSX,72.18500519
Kyrgyzstan,1617217.411728865,546382.9900476354,0.3378537641785168,Life expectancy at birth (years),Kyrgyzstan,SEX_FMLE,75.75667572
Kyrgyzstan,1617217.411728865,546382.9900476354,0.3378537641785168,Life expectancy at birth (years),Kyrgyzstan,SEX_MLE,68.53290558
Latvia,499943.5433585675,435466.430967808,0.8710312129293457,Age-standardized prevalence of obesity among adults (18+ years) (%),Latvia,SEX_BTSX,24.27249908
Latvia,499943.5433585675,435466.430967808,0.8710312129293457,Life expectancy at birth (years),Latvia,SEX_BTSX,73.20251465
Latvia,499943.5433585675,435466.430967808,0.8710312129293457,Life expectancy at birth (years),Latvia,SEX_MLE,68.49511719
Latvia,499943.5433585675,435466.430967808,0.8710312129293457,Life expectancy at birth (years),Latvia,SEX_FMLE,77.89727783
Lebanon,4103977.8929593633,414558.5535363437,0.1010138369038355,Age-standardized prevalence of obesity among adults (18+ years) (%),Lebanon,SEX_BTSX,29.7815609
Lebanon,4103977.8929593633,414558.5535363437,0.1010138369038355,Life expectancy at birth (years),Lebanon,SEX_BTSX,74.34207153
Lebanon,4103977.8929593633,414558.5535363437,0.1010138369038355,Life expectancy at birth (years),Lebanon,SEX_FMLE,77.49569702
Lebanon,4103977.8929593633,414558.5535363437,0.1010138369038355,Life expectancy at birth (years),Lebanon,SEX_MLE,71.24979401
Lesotho,197187.7552232741,27239.692469596863,0.1381408923629846,Age-standardized prevalence of obesity among adults (18+ years) (%),Lesotho,SEX_BTSX,20.99822998
Lesotho,197187.7552232741,27239.692469596863,0.1381408923629846,Life expectancy at birth (years),Lesotho,SEX_FMLE,54.60295105
Lesotho,197187.7552232741,27239.692469596863,0.1381408923629846,Life expectancy at birth (years),Lesotho,SEX_MLE,48.73088074
Lesotho,197187.7552232741,27239.692469596863,0.1381408923629846,Life expectancy at birth (years),Lesotho,SEX_BTSX,51.47907639
Liberia,1614343.2535381883,-10078.47685718536,-0.0062430817207531,Age-standardized prevalence of obesity among adults (18+ years) (%),Liberia,SEX_BTSX,17.01376915
Liberia,1614343.2535381883,-10078.47685718536,-0.0062430817207531,Life expectancy at birth (years),Liberia,SEX_BTSX,63.45730972
Liberia,1614343.2535381883,-10078.47685718536,-0.0062430817207531,Life expectancy at birth (years),Liberia,SEX_MLE,62.64177322
Liberia,1614343.2535381883,-10078.47685718536,-0.0062430817207531,Life expectancy at birth (years),Liberia,SEX_FMLE,64.26883698
Libya,1911192.7921263524,57485.260631084704,0.0300782112971072,Age-standardized prevalence of obesity among adults (18+ years) (%),Libya,SEX_BTSX,36.7071991
Libya,1911192.7921263524,57485.260631084704,0.0300782112971072,Life expectancy at birth (years),Libya,SEX_FMLE,74.21006775
Libya,1911192.7921263524,57485.260631084704,0.0300782112971072,Life expectancy at birth (years),Libya,SEX_BTSX,72.17843628
Libya,1911192.7921263524,57485.260631084704,0.0300782112971072,Life expectancy at birth (years),Libya,SEX_MLE,70.22740936
Lithuania,527808.1612839997,452483.1869922879,0.8572872118754878,Age-standardized prevalence of obesity among adults (18+ years) (%),Lithuania,SEX_BTSX,25.35531998
Lithuania,527808.1612839997,452483.1869922879,0.8572872118754878,Life expectancy at birth (years),Lithuania,SEX_FMLE,78.64626312
Lithuania,527808.1612839997,452483.1869922879,0.8572872118754878,Life expectancy at birth (years),Lithuania,SEX_MLE,69.58664703
Lithuania,527808.1612839997,452483.1869922879,0.8572872118754878,Life expectancy at birth (years),Lithuania,SEX_BTSX,74.13314819
Luxembourg,129604.4826847316,128991.35420489318,0.9952692340022692,Age-standardized prevalence of obesity among adults (18+ years) (%),Luxembourg,SEX_BTSX,18.43440056
Luxembourg,129604.4826847316,128991.35420489318,0.9952692340022692,Life expectancy at birth (years),Luxembourg,SEX_MLE,80.76781464
Luxembourg,129604.4826847316,128991.35420489318,0.9952692340022692,Life expectancy at birth (years),Luxembourg,SEX_FMLE,84.78574371
Luxembourg,129604.4826847316,128991.35420489318,0.9952692340022692,Life expectancy at birth (years),Luxembourg,SEX_BTSX,82.7802887
Madagascar,2933043.992426543,1026612.6154775566,0.3500160986771383,Age-standardized prevalence of obesity among adults (18+ years) (%),Madagascar,SEX_BTSX,4.262509823
Madagascar,2933043.992426543,1026612.6154775566,0.3500160986771383,Life expectancy at birth (years),Madagascar,SEX_MLE,61.86037064
Madagascar,2933043.992426543,1026612.6154775566,0.3500160986771383,Life expectancy at birth (years),Madagascar,SEX_BTSX,62.93425369
Madagascar,2933043.992426543,1026612.6154775566,0.3500160986771383,Life expectancy at birth (years),Madagascar,SEX_FMLE,64.02700806
Malawi,2372125.7663073824,-7441.128855258154,-0.0031369031781318,Age-standardized prevalence of obesity among adults (18+ years) (%),Malawi,SEX_BTSX,7.735519886
Malawi,2372125.7663073824,-7441.128855258154,-0.0031369031781318,Life expectancy at birth (years),Malawi,SEX_BTSX,62.48652649
Malawi,2372125.7663073824,-7441.128855258154,-0.0031369031781318,Life expectancy at birth (years),Malawi,SEX_MLE,59.72269821
Malawi,2372125.7663073824,-7441.128855258154,-0.0031369031781318,Life expectancy at birth (years),Malawi,SEX_FMLE,65.26952362
Malaysia,13498076.920298802,6286736.223940189,0.4657505110588021,Age-standardized prevalence of obesity among adults (18+ years) (%),Malaysia,SEX_BTSX,22.09536934
Malaysia,13498076.920298802,6286736.223940189,0.4657505110588021,Life expectancy at birth (years),Malaysia,SEX_FMLE,75.31574249
Malaysia,13498076.920298802,6286736.223940189,0.4657505110588021,Life expectancy at birth (years),Malaysia,SEX_MLE,70.63626099
Malaysia,13498076.920298802,6286736.223940189,0.4657505110588021,Life expectancy at birth (years),Malaysia,SEX_BTSX,72.81010437
Maldives,174181.61441361904,174179.08052063,0.9999854525806436,Age-standardized prevalence of obesity among adults (18+ years) (%),Maldives,SEX_BTSX,17.2976799
Maldives,174181.61441361904,174179.08052063,0.9999854525806436,Life expectancy at birth (years),Maldives,SEX_MLE,74.50918579
Maldives,174181.61441361904,174179.08052063,0.9999854525806436,Life expectancy at birth (years),Maldives,SEX_BTSX,75.39664459
Maldives,174181.61441361904,174179.08052063,0.9999854525806436,Life expectancy at birth (years),Maldives,SEX_FMLE,76.59470367
Mali,5148723.268456759,3197307.2062811786,0.620990299841754,Age-standardized prevalence of obesity among adults (18+ years) (%),Mali,SEX_BTSX,11.37263966
Mali,5148723.268456759,3197307.2062811786,0.620990299841754,Life expectancy at birth (years),Mali,SEX_BTSX,61.67398453
Mali,5148723.268456759,3197307.2062811786,0.620990299841754,Life expectancy at birth (years),Mali,SEX_MLE,61.08021927
Mali,5148723.268456759,3197307.2062811786,0.620990299841754,Life expectancy at birth (years),Mali,SEX_FMLE,62.28961563
Malta,276743.3036687375,224920.6459653378,0.8127410599772575,Age-standardized prevalence of obesity among adults (18+ years) (%),Malta,SEX_BTSX,32.28799057
Malta,276743.3036687375,224920.6459653378,0.8127410599772575,Life expectancy at birth (years),Malta,SEX_MLE,79.95901489
Malta,276743.3036687375,224920.6459653378,0.8127410599772575,Life expectancy at birth (years),Malta,SEX_BTSX,81.81193542
Malta,276743.3036687375,224920.6459653378,0.8127410599772575,Life expectancy at birth (years),Malta,SEX_FMLE,83.7301178
Mauritania,1324117.0837578496,383029.14838516695,0.2892713590690399,Age-standardized prevalence of obesity among adults (18+ years) (%),Mauritania,SEX_BTSX,22.68795013
Mauritania,1324117.0837578496,383029.14838516695,0.2892713590690399,Life expectancy at birth (years),Mauritania,SEX_FMLE,69.36220551
Mauritania,1324117.0837578496,383029.14838516695,0.2892713590690399,Life expectancy at birth (years),Mauritania,SEX_MLE,68.37985992
Mauritania,1324117.0837578496,383029.14838516695,0.2892713590690399,Life expectancy at birth (years),Mauritania,SEX_BTSX,68.86843872
Mauritius,500548.0484963673,215145.5273649096,0.4298199303966939,Age-standardized prevalence of obesity among adults (18+ years) (%),Mauritius,SEX_BTSX,19.22863007
Mauritius,500548.0484963673,215145.5273649096,0.4298199303966939,Life expectancy at birth (years),Mauritius,SEX_BTSX,73.41967011
Mauritius,500548.0484963673,215145.5273649096,0.4298199303966939,Life expectancy at birth (years),Mauritius,SEX_MLE,70.13596344
Mauritius,500548.0484963673,215145.5273649096,0.4298199303966939,Life expectancy at birth (years),Mauritius,SEX_FMLE,76.90869904
Mexico,72386813.50369239,11034351.129246283,0.1524359285228577,Age-standardized prevalence of obesity among adults (18+ years) (%),Mexico,SEX_BTSX,36.02991104
Mexico,72386813.50369239,11034351.129246283,0.1524359285228577,Life expectancy at birth (years),Mexico,SEX_BTSX,70.8325882
Mexico,72386813.50369239,11034351.129246283,0.1524359285228577,Life expectancy at birth (years),Mexico,SEX_MLE,67.20090485
Mexico,72386813.50369239,11034351.129246283,0.1524359285228577,Life expectancy at birth (years),Mexico,SEX_FMLE,74.68952179
Mongolia,836605.929500338,155541.5707740781,0.1859197565895512,Age-standardized prevalence of obesity among adults (18+ years) (%),Mongolia,SEX_BTSX,24.10873985
Mongolia,836605.929500338,155541.5707740781,0.1859197565895512,Life expectancy at birth (years),Mongolia,SEX_BTSX,70.0979538
Mongolia,836605.929500338,155541.5707740781,0.1859197565895512,Life expectancy at birth (years),Mongolia,SEX_MLE,66.41682434
Mongolia,836605.929500338,155541.5707740781,0.1859197565895512,Life expectancy at birth (years),Mongolia,SEX_FMLE,73.858284
Montenegro,34563.45836544039,30540.68341827388,0.883611908720661,Age-standardized prevalence of obesity among adults (18+ years) (%),Montenegro,SEX_BTSX,17.99588013
Montenegro,34563.45836544039,30540.68341827388,0.883611908720661,Life expectancy at birth (years),Montenegro,SEX_FMLE,77.87943268
Montenegro,34563.45836544039,30540.68341827388,0.883611908720661,Life expectancy at birth (years),Montenegro,SEX_MLE,71.62459564
Montenegro,34563.45836544039,30540.68341827388,0.883611908720661,Life expectancy at birth (years),Montenegro,SEX_BTSX,74.70975494
Morocco,16815115.710948925,7297348.937453401,0.4339755409891015,Age-standardized prevalence of obesity among adults (18+ years) (%),Morocco,SEX_BTSX,21.78434944
Morocco,16815115.710948925,7297348.937453401,0.4339755409891015,Life expectancy at birth (years),Morocco,SEX_FMLE,73.71494293
Morocco,16815115.710948925,7297348.937453401,0.4339755409891015,Life expectancy at birth (years),Morocco,SEX_BTSX,72.61868286
Morocco,16815115.710948925,7297348.937453401,0.4339755409891015,Life expectancy at birth (years),Morocco,SEX_MLE,71.53595734
Mozambique,4847618.992821979,886425.2465567421,0.1828578623586753,Age-standardized prevalence of obesity among adults (18+ years) (%),Mozambique,SEX_BTSX,10.26296043
Mozambique,4847618.992821979,886425.2465567421,0.1828578623586753,Life expectancy at birth (years),Mozambique,SEX_MLE,54.8007164
Mozambique,4847618.992821979,886425.2465567421,0.1828578623586753,Life expectancy at birth (years),Mozambique,SEX_FMLE,60.54787064
Mozambique,4847618.992821979,886425.2465567421,0.1828578623586753,Life expectancy at birth (years),Mozambique,SEX_BTSX,57.66202545
Myanmar,11386890.94404436,2945127.162186617,0.2586419046831211,Age-standardized prevalence of obesity among adults (18+ years) (%),Myanmar,SEX_BTSX,7.426340103
Myanmar,11386890.94404436,2945127.162186617,0.2586419046831211,Life expectancy at birth (years),Myanmar,SEX_MLE,64.71030426
Myanmar,11386890.94404436,2945127.162186617,0.2586419046831211,Life expectancy at birth (years),Myanmar,SEX_BTSX,67.84580994
Myanmar,11386890.94404436,2945127.162186617,0.2586419046831211,Life expectancy at birth (years),Myanmar,SEX_FMLE,71.14627838
Namibia,482639.0516930647,369957.1680239098,0.766529701080187,Age-standardized prevalence of obesity among adults (18+ years) (%),Namibia,SEX_BTSX,16.96520042
Namibia,482639.0516930647,369957.1680239098,0.766529701080187,Life expectancy at birth (years),Namibia,SEX_BTSX,60.3599472
Namibia,482639.0516930647,369957.1680239098,0.766529701080187,Life expectancy at birth (years),Namibia,SEX_FMLE,63.44307327
Namibia,482639.0516930647,369957.1680239098,0.766529701080187,Life expectancy at birth (years),Namibia,SEX_MLE,57.26867294
Nepal,8124522.462822015,960123.1532871705,0.1181759491318676,Age-standardized prevalence of obesity among adults (18+ years) (%),Nepal,SEX_BTSX,6.989490032
Nepal,8124522.462822015,960123.1532871705,0.1181759491318676,Life expectancy at birth (years),Nepal,SEX_FMLE,71.79351807
Nepal,8124522.462822015,960123.1532871705,0.1181759491318676,Life expectancy at birth (years),Nepal,SEX_MLE,68.26541138
Nepal,8124522.462822015,960123.1532871705,0.1181759491318676,Life expectancy at birth (years),Nepal,SEX_BTSX,70.04936981
New Zealand,2118950.2471593567,1630218.3975776443,0.769351899490372,Age-standardized prevalence of obesity among adults (18+ years) (%),New Zealand,SEX_BTSX,33.62131119
